iter	M_lnFgutabs(1)	M_lnkgutelim(1)	M_lnktot(1)	M_lnkmratio(1)	M_lnkuDfrac(1)	SD_lnFgutabs(1)	SD_lnkgutelim(1)	SD_lnktot(1)	SD_lnkmratio(1)	SD_lnkuDfrac(1)	GSD_don(1)	GSD_d3g(1)	GSD_d15g(1)	lnFgutabs(1.1)	lnkgutelim(1.1)	lnktot(1.1)	lnkmratio(1.1)	lnkuDfrac(1.1)	lnFgutabs(1.2)	lnkgutelim(1.2)	lnktot(1.2)	lnkmratio(1.2)	lnkuDfrac(1.2)	lnFgutabs(1.3)	lnkgutelim(1.3)	lnktot(1.3)	lnkmratio(1.3)	lnkuDfrac(1.3)	lnFgutabs(1.4)	lnkgutelim(1.4)	lnktot(1.4)	lnkmratio(1.4)	lnkuDfrac(1.4)	lnFgutabs(1.5)	lnkgutelim(1.5)	lnktot(1.5)	lnkmratio(1.5)	lnkuDfrac(1.5)	lnFgutabs(1.6)	lnkgutelim(1.6)	lnktot(1.6)	lnkmratio(1.6)	lnkuDfrac(1.6)	lnFgutabs(1.7)	lnkgutelim(1.7)	lnktot(1.7)	lnkmratio(1.7)	lnkuDfrac(1.7)	lnFgutabs(1.8)	lnkgutelim(1.8)	lnktot(1.8)	lnkmratio(1.8)	lnkuDfrac(1.8)	lnFgutabs(1.9)	lnkgutelim(1.9)	lnktot(1.9)	lnkmratio(1.9)	lnkuDfrac(1.9)	lnFgutabs(1.10)	lnkgutelim(1.10)	lnktot(1.10)	lnkmratio(1.10)	lnkuDfrac(1.10)	lnFgutabs(1.11)	lnkgutelim(1.11)	lnktot(1.11)	lnkmratio(1.11)	lnkuDfrac(1.11)	lnFgutabs(1.12)	lnkgutelim(1.12)	lnktot(1.12)	lnkmratio(1.12)	lnkuDfrac(1.12)	lnFgutabs(1.13)	lnkgutelim(1.13)	lnktot(1.13)	lnkmratio(1.13)	lnkuDfrac(1.13)	lnFgutabs(1.14)	lnkgutelim(1.14)	lnktot(1.14)	lnkmratio(1.14)	lnkuDfrac(1.14)	lnFgutabs(1.15)	lnkgutelim(1.15)	lnktot(1.15)	lnkmratio(1.15)	lnkuDfrac(1.15)	lnFgutabs(1.16)	lnkgutelim(1.16)	lnktot(1.16)	lnkmratio(1.16)	lnkuDfrac(1.16)	LnPrior	LnData	LnPosterior
5850	-0.555824	-0.252479	-1.21151	-1.65485	-1.40236	0.338838	1.42167	0.0709565	0.331969	0.521111	1.46345	1.71871	1.31835	0.122941	-1.97258	-1.80333	0.542776	-0.151248	-0.855945	-0.261241	-0.50677	0.356361	1.45732	-1.54762	0.527003	0.522591	-2.11223	-0.220417	-0.0651791	0.257696	0.578607	-2.46396	0.314485	1.63233	-0.507909	-2.55625	-0.0435248	-1.14905	0.910125	1.44074	0.892094	1.63528	-1.1442	0.358009	0.720244	-0.798509	0.150878	-2.74549	0.758151	-0.0644735	1.499	-1.91111	0.652334	-0.436304	0.210885	-1.64881	0.55466	-1.84461	0.538829	-1.60157	-0.585129	0.223008	1.21962	0.830208	0.199649	-0.518661	0.0183464	1.00796	1.45434	-0.781116	0.0208796	0.882684	-0.753673	0.6577	0.553934	-1.08977	0.0686857	0.802437	1.39304	0.741523	0.913418	0.151025	0.625095	0.227386	0.0571934	0.332777	0.268658	0.133368	-1.45628	-0.420328	1.22448	-0.661245	0.74005	-1.327632e+002	-1.288043e+003	-1.420806e+003
5900	-0.539917	-0.373292	-1.33644	-1.63369	-1.47105	0.290236	1.14439	0.464827	0.267526	0.732385	1.52048	1.72276	1.26514	-0.0429919	-2.22048	-0.322822	1.16892	0.563372	-1.26324	-0.36386	0.37415	0.512522	1.29479	-1.88266	-0.293171	0.914419	-0.412119	0.592083	0.314071	-0.635878	-0.988774	-2.40521	0.745884	0.840693	2.00093	0.401481	0.771065	-0.651322	0.0133975	0.617508	1.33649	1.21423	-0.726402	-0.130208	-0.149846	0.429432	0.71974	-1.45891	1.25951	-0.775642	0.0519051	-0.958953	0.810429	-1.0524	-0.407647	0.942478	1.8472	-1.61655	0.286008	-1.89169	-0.327141	-0.597053	0.82891	1.28277	-0.677034	-0.0481941	1.58276	0.838609	1.58118	0.272181	1.15756	-0.64315	-0.728864	0.927824	1.52714	0.422572	-0.98649	1.00567	1.73032	-0.966653	0.23658	-1.30395	0.232644	-1.02661	2.09515	2.20138	-0.112313	0.356616	-1.11938	0.0477149	-0.768222	-1.55552	0.48972	-1.330825e+002	-1.296413e+003	-1.429495e+003
5950	-0.529092	0.0978355	-1.52488	-1.64583	-1.45429	0.2906	1.02162	0.355064	0.468345	0.577608	1.52748	1.70533	1.25192	-0.937267	-2.09268	0.894785	0.930149	-0.325098	-1.08987	-1.01721	1.834	-0.0984107	1.54149	-1.78309	1.28738	0.111963	-0.181629	0.507722	-0.312919	-0.926085	0.876058	-2.57979	0.00529405	1.53801	0.18045	-0.129332	-0.670415	-1.02477	0.48777	0.591383	0.889413	1.20883	-0.857519	-0.170828	1.01214	0.139047	0.438376	-1.768	0.585515	1.82801	0.552033	-0.656729	0.852605	-1.04368	1.29391	1.26781	1.18693	-1.40713	0.591374	-1.98632	-1.55924	0.176121	1.22639	1.39197	-1.15245	0.332458	0.36042	1.33635	1.57639	0.703769	1.06655	0.394801	-0.301932	0.796715	-0.594341	0.241881	0.435989	0.702018	1.73687	-1.42306	1.57298	-0.657245	0.701004	-0.0447563	0.023104	1.57699	0.0510365	0.254864	-0.986678	-0.563675	-0.360092	-0.745566	0.632824	-1.315524e+002	-1.278714e+003	-1.410266e+003
6000	-0.511513	-0.323888	-1.38957	-1.94809	-1.51623	0.26505	1.02896	0.311435	0.493819	0.726727	1.61564	1.81258	1.25038	-1.72973	-1.46447	0.185077	1.16362	0.458205	-1.49868	-0.378432	1.2211	0.413532	1.31103	-2.40774	-0.41726	0.96472	0.764236	0.0624483	0.962851	0.778881	-3.22015	-1.94148	0.00317848	1.68465	0.617737	1.00753	0.0130412	-0.60402	0.413895	0.8178	1.59895	1.98418	-0.585167	-0.24405	-0.458351	1.3589	0.641014	-1.61927	-0.193041	1.45557	0.607161	-0.252686	0.527849	-1.02798	-0.59152	1.12793	1.07183	-0.974392	0.487352	-1.79009	-1.56148	0.583884	1.00787	0.737403	-0.190337	0.979351	0.187422	0.871619	1.6961	-0.594392	0.833964	0.87465	-0.335418	1.05634	0.707231	0.996325	0.938144	0.92189	1.61537	-0.865601	1.70282	0.17175	0.45841	0.489069	0.319997	0.0306243	1.16281	0.53973	-1.64292	-0.13085	0.287135	-0.0835495	0.584526	-1.340298e+002	-1.282146e+003	-1.416176e+003
6050	-0.530494	-0.543539	-1.45367	-1.70753	-1.47565	0.275043	1.09994	0.379487	0.480835	0.6078	1.56419	1.69652	1.26091	-1.44572	-1.53355	0.200546	0.93779	-0.114132	-0.942884	0.318417	-0.929599	0.295247	1.47675	-2.2324	1.44907	0.351508	-0.500818	0.583889	-0.0344682	-1.26523	2.20823	-2.88736	0.173445	1.0409	0.727212	1.19967	-0.212725	-0.402041	0.490629	0.714788	2.2552	1.67863	-0.770827	-0.324387	0.67964	-0.178333	0.816383	-1.73632	1.3229	-0.233413	0.137706	-1.11008	1.30163	-0.967726	-0.408862	0.985962	0.562352	-1.47901	0.110043	-1.73266	-0.659206	-0.0669327	0.783861	0.774366	0.379647	-0.0983764	0.434885	0.980458	1.90135	-0.475899	1.88882	0.321509	-0.283681	0.718514	0.291476	0.74479	-0.868495	0.921067	1.02693	0.707248	2.37368	0.164077	0.433364	0.172962	-1.04556	1.50147	1.31661	0.466209	-1.39283	0.119982	-0.421642	-0.937509	0.508747	-1.335404e+002	-1.274764e+003	-1.408304e+003
6100	-0.468702	-1.03611	-1.46269	-1.43608	-1.52262	0.261098	1.34638	0.387422	0.382221	0.783406	1.59612	1.84509	1.24875	-1.06711	-1.06953	1.51166	0.876631	0.385431	-0.774019	0.308838	-0.0739517	-0.23063	1.26832	-1.19724	1.61016	-1.01172	-0.728297	0.428413	-0.0667581	-0.400628	1.19047	-2.75262	0.501257	1.06423	0.33461	2.3381	-0.339212	-0.275283	0.83305	0.519194	1.32322	1.85244	-0.101158	-0.506422	0.437409	0.00370993	0.782965	-1.2482	0.824311	1.09815	-0.159885	-1.22891	0.806417	-0.73241	2.03054	-0.764369	0.567454	-0.730204	0.827048	-1.75429	0.226894	0.373707	0.728736	1.14868	0.0162936	-0.658115	-0.412597	0.829787	1.56106	-0.0840445	1.02601	0.701147	-0.305016	0.375155	0.952289	0.608718	-0.527095	0.526331	1.31985	0.893634	1.65252	-0.563745	0.555474	-0.679556	1.26389	1.19285	-0.0562732	0.591827	-1.58223	0.345518	-0.56525	-1.77133	0.559417	-1.280258e+002	-1.280993e+003	-1.409019e+003
6150	-0.469112	-0.743962	-1.49108	-1.49958	-1.24103	0.30287	1.08853	0.359561	0.351826	0.562971	1.73599	1.75664	1.23179	-0.524096	-1.50013	0.141319	0.56482	-0.321812	-1.01425	0.886593	0.0878266	0.547613	0.990738	-1.72103	1.5111	0.235541	-0.858672	0.113402	-0.100001	1.49109	-0.622685	-2.90823	0.395775	1.17898	-0.535691	1.20454	-1.41972	-0.63844	0.479851	0.0993049	1.75376	1.3359	-0.890042	-0.458017	0.452411	0.00807052	0.0692448	-2.08705	0.506075	1.76861	0.104546	-1.31027	0.81455	-1.17259	1.57996	0.914822	0.738859	-1.49163	0.470055	-1.60562	-0.970307	0.129845	0.598124	0.77347	0.256073	-0.896469	-0.921989	0.457174	1.49597	0.538162	1.6296	-0.03375	-0.744052	0.898393	0.379013	-0.622972	-0.496788	0.33066	1.10261	0.811427	1.15267	-1.45804	0.0199353	-0.0257399	0.433671	0.744208	0.287573	0.377898	-1.52138	0.964864	-0.788498	-0.841231	0.135205	-1.269299e+002	-1.293510e+003	-1.420440e+003
6200	-0.517781	-0.396151	-1.07694	-1.42486	-1.04907	0.348327	1.57915	0.433685	0.311571	0.503434	1.58174	1.91943	1.20884	-0.640071	-1.45621	-0.216653	-0.00148645	-0.718228	-0.843748	-0.0652885	-0.919986	0.191712	0.715915	-2.17382	0.481084	1.7406	-0.28539	-0.649923	0.414548	-0.752679	-0.815342	-0.558499	-0.144032	1.12469	0.448303	-0.790853	0.244227	-1.17478	0.227015	0.766339	1.1885	1.59985	-1.62847	-0.209334	-0.598017	0.830233	-0.205898	-2.85691	0.083226	0.153319	0.232784	-1.19749	0.436679	-1.01484	0.513804	-0.0680978	1.14985	-2.39174	0.467071	-1.52948	-0.650246	-0.0637485	0.359461	1.24674	-0.494745	-1.50269	0.671467	0.450629	1.2152	0.948806	0.995669	-1.4008	-1.3709	0.948661	0.597074	-0.214713	0.554984	0.519875	1.22264	1.84207	0.909598	-2.11216	0.200103	-0.53555	0.457766	-0.728491	-0.682315	-0.682454	-0.956412	0.436441	-2.20117	-2.57368	-0.467019	-1.331562e+002	-1.286514e+003	-1.419670e+003
6250	-0.521291	-0.518961	-1.14622	-1.53797	-1.21122	0.322715	1.32516	0.452654	0.452156	0.456839	1.57617	1.80591	1.21423	-0.640255	-1.7034	0.750006	0.439244	-0.031202	-0.617411	0.122809	-1.61285	0.216337	1.23423	-1.99775	0.446255	1.06059	-0.42226	0.344236	0.256627	-0.155232	-0.912241	-1.73944	0.19439	1.15549	0.309615	0.274654	0.806241	-1.15372	0.728204	1.27524	0.876822	1.73532	-2.23781	0.154118	-0.116378	-0.0494422	0.465227	-2.98005	0.430151	-0.152402	0.327684	0.0511098	0.389949	-0.804708	-0.166795	1.1123	0.499057	-2.88281	0.640074	-1.74793	-0.570682	-0.115966	0.984234	0.479523	0.278382	-0.63979	0.626508	0.357318	1.36372	1.6104	1.03146	-0.878514	-0.653903	0.769877	1.40307	-0.29692	0.0723068	0.303834	0.898316	1.15537	0.759858	-0.246886	0.301626	0.271882	0.806233	-0.560386	0.363745	0.612023	-1.0035	0.671664	-1.51347	-1.25489	0.0812777	-1.276256e+002	-1.280975e+003	-1.408600e+003
6300	-0.513854	-0.645616	-1.08178	-1.85782	-1.41478	0.405157	1.30846	0.750786	0.513822	0.385464	1.61535	1.96732	1.22089	-0.934536	-1.19442	0.464853	0.485962	0.286428	-0.646127	0.675939	-1.03903	0.51069	2.08306	-2.02161	0.640479	0.486969	0.247145	0.126062	0.179492	0.861062	-0.974514	-1.57363	0.542772	0.97811	0.254196	0.214872	0.56185	-0.812565	0.525405	0.373176	0.240221	1.61087	-1.3165	-0.13322	0.257433	-0.714752	0.512085	-3.02079	0.342901	-0.201056	-0.195891	-0.557525	1.28817	-0.793033	0.380808	-0.698678	0.721255	-1.92613	0.437036	-1.33989	-1.25704	0.121548	1.16731	1.05458	-0.616592	-0.579806	0.726956	1.62939	1.21864	-0.998986	0.0785259	0.572712	-1.06096	-0.073256	0.784198	-0.403955	-0.912854	0.866719	1.10288	-0.263321	-0.0409687	-0.830005	0.462089	-0.123793	-0.542302	1.64435	0.395339	0.834815	-0.903682	0.201346	-0.889175	-0.39965	0.447877	-1.229758e+002	-1.281429e+003	-1.404405e+003
6350	-0.582467	-0.688171	-1.14764	-1.64013	-1.20809	0.43402	0.955135	0.286973	0.480767	0.351129	1.603	1.84388	1.26561	-1.17005	-0.9866	0.479489	0.688299	-0.0294065	-0.332395	0.177798	-0.64782	0.192477	2.17266	-1.47619	1.24571	-0.147728	-0.467074	0.349291	-0.118032	-0.349077	-0.945656	-2.68301	-0.313815	0.778858	-0.891869	1.07301	-0.640416	-0.63933	0.335598	2.54148	1.29337	1.08209	-1.75889	0.069002	0.519662	-0.816522	0.808989	-3.82589	0.763591	0.310242	0.205262	-0.519653	1.67718	-0.385683	0.98456	-0.979593	0.445782	-2.1087	0.538714	-2.03352	-0.672213	0.664722	1.36673	0.460165	-0.0319991	0.885616	0.289988	0.580504	1.25232	1.53689	2.06534	0.226401	-1.45703	0.505022	-0.0759659	0.896756	-0.443935	-0.0065916	1.22606	-0.330846	-0.544129	-0.215518	0.269859	0.423111	0.19743	0.257787	0.403119	0.477381	-1.03802	-0.521619	1.925	-0.70271	0.580239	-1.338636e+002	-1.289297e+003	-1.423161e+003
6400	-0.601975	-0.727683	-1.1191	-1.54974	-1.38899	0.436676	0.452182	0.499295	0.591337	0.395274	1.52756	1.81247	1.26915	-1.07566	-1.25708	-0.478255	0.99292	-0.121171	-0.436956	1.54374	-1.72758	-0.0481877	1.51121	-1.40264	0.376461	0.0965653	-0.173206	0.413605	0.126121	-0.180912	-0.925851	-2.40676	0.694309	1.12854	-0.67055	-0.900594	-0.357431	-0.779794	0.648971	1.10939	1.96169	1.66386	-1.67991	0.0664798	0.256439	-0.222726	-0.0406163	-3.14285	0.422602	0.758174	-0.0929183	-1.16737	1.10467	-0.502511	0.120458	0.219781	0.536271	-2.21131	0.531514	-3.02926	-1.40708	-0.269919	1.43705	0.572199	1.76262	-0.324039	0.494942	1.39532	1.33667	-0.582623	0.651572	0.0680456	-0.62505	0.574722	1.10419	0.181658	-0.283241	1.00308	0.838612	0.486535	2.47833	-1.17582	0.372405	0.139634	-1.02828	1.66901	-0.210395	0.672048	-0.780833	-0.141344	-0.625561	-1.14982	-0.0276262	-1.346248e+002	-1.279020e+003	-1.413645e+003
6450	-0.599298	-0.700697	-0.993318	-1.59184	-1.35159	0.362801	0.681536	0.22713	0.394367	0.461254	1.57301	1.78663	1.26024	-0.354509	-2.14589	-0.0769753	0.837168	-0.111706	-1.2566	-0.0858143	0.506435	-0.037212	1.64805	-1.21777	0.747168	1.42827	-0.228189	0.229507	-0.124227	-1.05783	1.36336	-2.90538	0.64001	1.16066	-0.351046	-0.824332	0.176213	-0.657168	0.505046	0.340996	1.59445	1.97819	-0.678743	-0.0300936	0.0250757	-0.331959	0.671085	-2.88588	0.875093	-0.240116	-1.13775	-1.61911	0.978222	-0.382339	-0.117599	-1.34599	1.05278	-1.39466	0.307395	-2.33034	-2.17648	0.358126	0.565797	0.588366	1.08736	-0.590889	-0.336048	1.21753	1.46037	0.816985	1.0716	-0.444328	-0.444974	0.705662	-0.390357	0.0591083	0.380345	1.10764	1.17466	0.797921	1.09419	-0.57549	0.568839	0.557724	-0.843734	-0.396572	0.77351	0.780161	-1.24139	0.193665	-0.837835	-1.16604	0.593406	-1.303317e+002	-1.284235e+003	-1.414567e+003
6500	-0.520462	-0.488223	-1.06449	-1.71289	-1.31725	0.36406	1.0455	0.307475	0.532064	0.518115	1.51137	1.91308	1.28923	-0.775341	-1.80139	-0.0713054	0.441812	-0.0970858	-0.94561	-0.526603	1.08027	0.835459	1.46867	-1.30802	0.535782	-0.0899127	0.178894	-0.0671395	-0.022845	-0.639104	-0.152337	-0.964235	0.351903	1.1511	1.51424	1.24845	0.996249	-1.22392	0.521101	1.21301	-1.06436	1.35335	-0.958881	-0.214096	2.16139	-1.83624	0.450114	-2.23599	0.375276	0.00192347	1.04018	-0.303129	1.19311	-0.771841	1.04009	-0.816455	1.26876	-1.80216	0.500012	-2.69975	0.229923	0.0572853	0.387444	1.01954	-0.296091	-1.55938	1.02407	1.0769	1.34766	-0.242981	1.17323	-0.270013	-0.438333	0.735547	-0.658477	-0.114417	-0.432535	0.373804	0.521189	0.255128	2.17906	-0.193547	0.523392	0.0742431	0.295058	-0.0323367	0.431291	0.32173	-1.20693	-0.269228	-0.69768	-1.23364	0.212015	-1.266821e+002	-1.287608e+003	-1.414290e+003
6550	-0.445794	-0.246588	-1.24571	-1.54288	-1.46957	0.377383	1.09274	0.260867	0.400021	0.599539	1.56409	1.86534	1.24147	-0.330931	-2.42099	-0.0773538	-0.445592	0.0768981	-1.25781	-0.18583	0.11704	0.637625	1.47567	-1.64107	1.17648	-0.623404	-1.16693	0.350808	0.0456176	0.222367	-1.36482	-2.58684	0.624936	1.0589	0.187866	-0.654549	-0.771183	-0.273606	0.184972	2.20974	1.0611	1.37285	-0.707905	-0.218211	-0.0555975	0.155237	0.686744	-1.93971	0.183242	-0.471617	0.608805	-1.17372	0.670123	-0.65214	-0.081545	-1.46455	1.02909	-1.01892	0.919604	-2.78182	-2.31717	0.664034	1.36157	0.822028	-0.482427	-1.65455	-0.399888	1.1764	1.14276	0.227109	1.44743	-0.508016	-0.868182	-0.453828	2.08148	0.858323	-0.323306	0.672422	1.17205	-0.0569544	-0.205959	-0.138712	0.335279	0.0522628	2.49582	0.754058	-0.784557	0.696022	-1.29339	-1.02788	1.49086	-1.21488	0.620779	-1.360219e+002	-1.280624e+003	-1.416646e+003
6600	-0.560216	-0.482897	-0.949948	-1.79433	-1.44247	0.340847	0.998151	0.324854	0.565366	0.511049	1.50978	1.77179	1.28116	-0.474964	-2.61958	0.466106	1.40524	0.030799	-0.594665	-0.515397	-0.156975	0.475216	1.57147	-1.76994	0.170353	-1.00208	-0.0554256	0.139271	0.327763	0.243122	-1.84967	-2.14195	0.301953	0.978838	0.725923	1.24776	0.617402	-0.635777	0.306454	1.56599	0.770894	0.846747	-0.832744	-0.0485912	1.26365	-2.12999	0.639568	-2.27664	0.800369	-0.171672	-0.0339847	-0.74072	1.01274	-0.841389	0.282506	-0.708139	1.10379	-1.68542	0.770431	-2.1101	-1.76245	1.17573	1.47401	1.05938	-0.627481	-0.473788	0.955435	0.913747	1.56718	-0.741142	0.182726	-0.168588	-0.513739	0.546846	0.00851392	0.684847	-0.380635	1.14993	1.29913	0.36546	0.647187	-0.125009	0.948512	-0.312135	-0.0102643	1.33546	0.159012	0.615857	-1.40865	-0.541823	0.0879981	-0.935706	0.584601	-1.293231e+002	-1.281476e+003	-1.410799e+003
6650	-0.477814	-0.353513	-0.556932	-1.8446	-1.32114	0.304741	1.07457	0.707841	0.463098	0.372884	1.55519	1.84734	1.26267	-0.884931	-1.20793	-1.52876	0.976344	-0.367141	-1.85307	-0.644728	-0.127024	-0.29507	1.74459	-2.71165	1.51203	0.0887781	-0.259529	0.156877	0.294801	-2.10708	0.0460005	-0.992542	-0.268227	0.714093	0.878929	0.807064	-0.242596	-1.24057	0.299473	1.54799	0.236892	2.40341	-1.86684	-0.321924	0.428927	-1.12863	0.293823	-3.2861	0.41083	0.854279	-1.28698	-0.0441632	0.664472	-1.16275	-0.499409	-0.992894	1.33919	-2.08141	-0.207734	-2.00616	-0.455687	0.625768	1.23517	0.883989	-1.70118	0.520258	0.329489	1.61526	1.56035	0.444026	-0.50744	0.840841	-1.55002	0.166191	-0.883038	-0.156656	0.302703	0.561146	0.831066	0.0061528	0.105642	0.67879	0.355827	-0.348811	-0.626076	0.930368	0.550672	-0.504327	-1.35074	-1.15367	-0.241492	-0.834774	0.406516	-1.360824e+002	-1.289126e+003	-1.425208e+003
6700	-0.496586	-0.364257	-0.477101	-1.87701	-1.19372	0.354064	1.09733	0.870546	0.335083	0.484889	1.53701	1.85318	1.23468	-0.913547	-1.06283	-1.5841	1.06151	-0.48004	-0.941569	-1.19463	0.0534723	0.779903	1.31702	-1.83817	0.0278419	-0.618011	-0.110314	-0.0874131	-0.211165	1.04418	-1.38967	-1.75827	0.138805	0.981013	1.2604	-0.66285	-0.254185	-1.43809	-0.325428	-0.578736	0.833365	2.20867	-1.15529	-0.745704	0.0610206	-0.265902	0.618275	-2.67091	0.0544314	0.239541	-0.629413	-1.20633	0.732556	-1.16426	1.01349	-0.473614	0.812007	-1.71274	-0.050387	-1.90483	-1.08512	0.118829	0.192094	0.686447	-0.561348	-0.651823	1.11053	0.415504	0.980777	-0.167169	0.901947	-0.383681	-1.14104	0.180681	1.12554	-0.727454	-0.256438	0.280381	1.07964	1.71099	-0.489637	0.144623	-0.0308498	-0.131641	1.30514	-0.0305272	0.600442	-0.0561905	-1.56701	-1.14389	0.271344	-0.167053	0.0748086	-1.253576e+002	-1.289996e+003	-1.415354e+003
6750	-0.371846	-1.19221	-0.343492	-1.69281	-1.26222	0.319244	0.831408	0.894865	0.600039	0.550201	1.53892	1.79514	1.23129	-1.62527	-1.07094	-0.80811	1.00062	-0.590448	-1.27576	-0.412485	-0.239632	-0.0182635	1.33038	-2.48621	0.720829	0.216466	-0.383236	0.136465	-0.0648107	0.557103	-1.37291	-1.87072	-0.104108	0.712193	0.298528	-0.736318	-0.687241	-0.977312	0.0548768	-0.259766	2.29795	2.21095	-1.44283	-0.323438	-1.45469	0.983276	0.34329	-2.66975	-0.199443	0.669783	-0.622374	-1.03422	0.264534	-1.76674	1.64774	0.83039	0.479341	-1.95792	-0.105479	-1.83555	-1.31509	-0.546242	0.882666	0.831598	0.538116	-1.73888	-0.10307	0.292209	1.06999	0.60209	-0.0751315	0.528135	-0.628905	-0.152495	0.581291	-0.256412	0.0299654	0.715624	0.298499	1.09133	-0.243161	-0.521625	-0.0305543	-0.634768	0.623551	1.84403	0.116306	0.0502689	-1.92053	-0.64956	0.0701416	-1.09146	-0.207895	-1.309027e+002	-1.279658e+003	-1.410560e+003
6800	-0.443857	-1.23484	-0.977662	-1.51996	-1.29186	0.382345	0.828183	0.354128	0.422478	0.54054	1.57898	1.88061	1.27884	-1.11915	-0.952515	1.68389	1.19063	-0.0121951	-1.09592	-0.093803	0.730234	-0.0807081	1.1448	-1.59126	2.34029	-0.981235	-1.14394	-0.147241	-0.244986	0.649015	-1.3227	-2.74844	0.0997391	0.619403	0.412571	0.329207	-0.121485	-0.622908	0.165725	0.251798	0.22123	1.87148	-0.874314	-0.133113	-0.574125	1.52841	-0.290005	-2.42351	0.0481134	0.64235	0.800052	-0.739287	0.718095	-0.974994	1.13617	-1.05774	0.240426	-2.01668	0.197105	-1.88904	-0.801897	0.380628	0.686251	0.581106	1.18114	-1.66102	0.0613368	1.28517	1.15752	1.51316	-0.0282587	0.060303	-0.515983	0.735981	1.4214	-0.65038	-0.410743	1.08295	0.986661	0.937803	-0.203988	-0.183423	0.668743	0.000547772	0.937572	0.0526173	0.537305	0.807608	-1.19417	-0.392576	0.364722	-1.84778	0.290651	-1.285557e+002	-1.289331e+003	-1.417887e+003
6850	-0.461326	-1.04949	-1.13535	-1.62143	-1.31835	0.489488	0.919764	0.378263	0.351469	0.582943	1.73211	1.86974	1.22243	-0.698722	-1.18881	-1.22971	0.526236	-0.477574	-0.920208	0.777198	-0.927662	0.954276	1.15814	-1.85483	0.694075	2.2402	-0.184519	-0.12339	0.080401	-1.43546	-0.0957133	-2.96455	0.322363	0.599826	0.890086	-0.185306	-0.369903	-0.772176	-0.0540564	1.99862	1.91063	2.12804	-1.05653	-0.159262	0.735364	-0.144389	0.401564	-2.08153	0.00752514	-0.0224882	0.391357	-1.2592	0.366375	-0.130454	0.742998	-1.54393	0.988928	-1.22859	0.139554	-1.44946	-1.5851	-0.0603478	0.878991	0.651655	-0.608259	0.166057	-0.099359	1.12417	0.790218	1.08153	1.36503	0.400954	-0.883617	0.0837326	0.0588147	0.348948	0.223584	0.134983	0.769851	-0.782356	1.03906	-0.494789	0.355379	-0.235255	2.08184	0.259752	0.39442	0.281952	-1.00811	0.767048	-0.727912	-1.90637	0.157456	-1.286477e+002	-1.280091e+003	-1.408739e+003
6900	-0.449963	-1.30211	-1.16094	-1.38869	-1.46628	0.528329	0.671086	0.611455	0.435569	0.615026	1.54272	1.67878	1.26662	-0.480559	0.51901	-1.93912	0.350599	0.104612	-0.319371	1.29062	-1.02684	-0.443771	1.55584	-1.54011	0.741718	1.24259	-0.600604	0.334752	-0.160387	-0.346812	-0.268351	-2.58623	0.408015	0.422893	1.19605	0.166592	-0.0604294	-0.480674	0.419492	0.08461	0.777954	0.873502	-0.66852	-0.101337	0.610628	-0.315073	-0.0304616	-2.12919	0.22791	-1.19814	1.38516	-1.84907	0.921275	-0.901254	-0.257592	1.22901	0.622435	-1.31377	0.155165	-0.5472	-1.36081	0.471853	0.841518	0.636568	0.0490468	-0.752344	-0.925159	1.0185	0.70214	0.140021	1.58628	-0.287631	-0.382687	0.312993	-1.38917	1.4165	-1.31803	0.842392	0.734943	-0.9045	0.747782	-0.698571	0.627353	0.0647126	-0.053398	1.22724	-1.22461	0.288717	-0.89211	0.277188	0.234654	-1.92212	0.583478	-1.224102e+002	-1.281114e+003	-1.403524e+003
6950	-0.406174	-1.25387	-0.960625	-1.48774	-1.47727	0.561013	0.894714	0.540263	0.503206	0.547874	1.44441	1.97391	1.32043	-1.04473	-0.587327	-0.811355	0.86486	0.0716351	-0.83515	0.426252	0.0645547	-0.288495	1.57474	-1.02797	-0.498482	1.29494	-0.637457	0.804461	-0.241013	1.12076	-1.43099	-2.18131	0.363501	0.281046	-0.182858	0.861098	0.0408312	-0.525676	-0.133	2.31434	0.383288	1.90693	-0.834441	-0.509205	1.72584	0.109286	0.543831	-2.08643	-0.0836369	0.302463	1.10433	-1.29171	1.02191	-0.900391	0.845021	1.03398	0.868837	-1.08642	-0.0671844	-0.872243	-1.29791	0.984016	 1.09	0.636568	0.186258	-1.79427	0.656332	1.57377	0.684101	0.659313	0.803302	0.229799	-0.47196	0.254236	1.58457	-1.13895	0.338759	1.07697	0.283494	0.227751	1.52438	-0.489859	0.380627	-0.299576	0.635668	0.146857	0.146158	0.478817	-1.05773	-0.0222887	-0.279822	-1.19878	0.602592	-1.235325e+002	-1.286331e+003	-1.409864e+003
