iter	M_lnFgutabs(1)	M_lnkgutelim(1)	M_lnktot(1)	M_lnkmratio(1)	M_lnkeDfrac(1)	SD_lnFgutabs(1)	SD_lnkgutelim(1)	SD_lnktot(1)	SD_lnkmratio(1)	SD_lnkeDfrac(1)	GSD_don(1)	GSD_d3g(1)	GSD_d15g(1)	lnFgutabs(1.1)	lnkgutelim(1.1)	lnktot(1.1)	lnkmratio(1.1)	lnkeDfrac(1.1)	lnFgutabs(1.2)	lnkgutelim(1.2)	lnktot(1.2)	lnkmratio(1.2)	lnkeDfrac(1.2)	lnFgutabs(1.3)	lnkgutelim(1.3)	lnktot(1.3)	lnkmratio(1.3)	lnkeDfrac(1.3)	lnFgutabs(1.4)	lnkgutelim(1.4)	lnktot(1.4)	lnkmratio(1.4)	lnkeDfrac(1.4)	lnFgutabs(1.5)	lnkgutelim(1.5)	lnktot(1.5)	lnkmratio(1.5)	lnkeDfrac(1.5)	lnFgutabs(1.6)	lnkgutelim(1.6)	lnktot(1.6)	lnkmratio(1.6)	lnkeDfrac(1.6)	lnFgutabs(1.7)	lnkgutelim(1.7)	lnktot(1.7)	lnkmratio(1.7)	lnkeDfrac(1.7)	lnFgutabs(1.8)	lnkgutelim(1.8)	lnktot(1.8)	lnkmratio(1.8)	lnkeDfrac(1.8)	lnFgutabs(1.9)	lnkgutelim(1.9)	lnktot(1.9)	lnkmratio(1.9)	lnkeDfrac(1.9)	lnFgutabs(1.10)	lnkgutelim(1.10)	lnktot(1.10)	lnkmratio(1.10)	lnkeDfrac(1.10)	lnFgutabs(1.11)	lnkgutelim(1.11)	lnktot(1.11)	lnkmratio(1.11)	lnkeDfrac(1.11)	lnFgutabs(1.12)	lnkgutelim(1.12)	lnktot(1.12)	lnkmratio(1.12)	lnkeDfrac(1.12)	lnFgutabs(1.13)	lnkgutelim(1.13)	lnktot(1.13)	lnkmratio(1.13)	lnkeDfrac(1.13)	lnFgutabs(1.14)	lnkgutelim(1.14)	lnktot(1.14)	lnkmratio(1.14)	lnkeDfrac(1.14)	lnFgutabs(1.15)	lnkgutelim(1.15)	lnktot(1.15)	lnkmratio(1.15)	lnkeDfrac(1.15)	lnFgutabs(1.16)	lnkgutelim(1.16)	lnktot(1.16)	lnkmratio(1.16)	lnkeDfrac(1.16)	LnPrior	LnData	LnPosterior
6050	-0.513793	-1.93558	0.0726693	-1.50953	-1.52851	0.296679	0.127088	0.548097	0.408621	0.555428	1.5192	1.8746	1.32779	-1.2728	1.2418	-1.93357	-0.132198	0.359913	-1.25007	-0.941482	0.215197	-0.438351	1.41994	-1.68461	0.491363	0.495425	-0.874136	0.911189	-0.488226	0.288674	-0.758531	-1.86528	0.764515	1.0589	-0.504624	-1.75122	-0.421654	-0.386237	0.816224	-0.890185	1.19101	1.5682	-1.26189	-0.344459	0.339716	0.649915	0.169021	-1.99972	0.647213	0.0704027	-0.37837	-1.47952	0.918819	-0.848039	0.398319	0.265038	1.18701	-1.15444	0.0925982	-1.05989	-2.58758	0.804717	1.10136	0.3021	-1.20087	1.58978	0.897369	1.41418	1.61574	-0.0599685	-0.757053	-0.398374	-0.44098	0.746861	-0.761871	-0.547509	-0.519721	0.939571	1.07095	-1.00611	0.012475	-1.32948	0.656476	0.533567	-0.442089	-0.272027	0.127934	0.722561	-1.12896	-2.40243	-0.350828	-1.30904	0.708617	-1.341398e+02	-1.287381e+03	-1.421520e+03
6060	-0.528052	-1.93558	0.0563434	-1.58635	-1.52851	0.309369	0.0226861	0.516127	0.250678	0.497685	1.6346	1.81896	1.25208	-1.86353	-0.119529	-1.74826	0.272414	0.513672	-0.917627	-1.65951	0.468503	0.0715792	1.93548	-1.68461	-0.854829	0.733782	-1.13907	0.85267	-0.0231248	0.500972	-0.379259	-1.66382	0.688724	0.900718	2.2331	-0.501445	-0.0994467	-0.9202	0.177093	1.00045	1.74248	0.551654	-0.64332	-0.160121	-2.02757	-0.262044	0.142554	-2.1512	0.187622	-1.76076	0.0377115	-1.26197	1.18471	-0.808048	-0.187645	0.673239	1.30568	-1.67275	0.0925982	-0.840129	-3.36655	-0.272625	1.20962	0.365455	-0.684479	0.484834	0.560676	1.41865	1.26315	-0.0599685	-0.809459	0.962343	-0.650448	0.476845	-0.756772	-0.0703977	-0.401219	1.5339	1.20713	0.144281	0.687679	0.265239	0.500639	-0.0450808	2.02447	0.592097	-0.316646	0.722561	-1.40927	-1.19266	0.177945	-1.23352	0.708617	-1.367064e+02	-1.294434e+03	-1.431141e+03
6070	-0.524569	-1.93558	-0.247749	-1.65078	-1.52851	0.321467	0.0022694	0.648056	0.327608	0.497685	1.59859	1.83444	1.24376	-1.32256	-0.76588	-1.8683	1.69056	0.206498	-0.917627	-0.867649	0.575808	-0.0501652	1.93548	-1.06411	0.474639	1.33898	-0.427347	1.24194	-0.10163	0.500972	-0.276579	-2.23373	1.34053	0.745276	-1.87819	0.442689	0.412171	0.0036055	0.263671	-0.650019	2.26159	0.811124	-0.789266	-0.251369	-0.00428276	2.0408	0.0255587	-1.87901	0.174517	-0.862579	1.72075	-1.7789	0.568356	-0.497249	-1.34251	-0.0995791	1.82493	-1.60736	0.0725332	1.437	-1.99905	0.81922	1.27706	0.797539	0.776812	0.201651	-0.237526	1.67684	1.30393	0.260624	-0.263694	-0.982404	-0.0150417	0.914858	-0.120816	-0.847846	0.95163	1.47066	0.836711	-0.160429	1.74238	-0.358777	0.500639	0.0116113	1.52421	0.736172	-1.45001	0.722561	-1.51715	0.340626	0.525896	-1.23607	0.733825	-1.400019e+02	-1.296044e+03	-1.436046e+03
6080	-0.512453	-1.96107	-0.142822	-1.65078	-1.5011	0.350432	0.0218937	0.528962	0.407898	0.561546	1.55213	1.89436	1.26658	-1.07582	-0.0701676	-0.915434	1.18383	0.181279	-0.743501	1.49349	0.569182	-0.283808	1.68425	-1.40863	-2.13581	1.4371	-0.385925	0.399298	-0.186383	-0.0332118	0.0216545	-2.23373	1.05871	1.13686	-1.65101	-0.685906	-0.368019	-0.528813	0.601069	-2.34994	1.02254	2.30921	-0.915394	-0.251369	-0.293246	0.569376	0.949806	-1.91702	0.114567	-1.00087	0.693272	-1.09623	1.12803	-0.497249	-0.934731	-0.247914	0.787953	-1.10083	-0.435234	-0.672019	-1.83994	0.376747	1.31567	0.664315	-0.288186	0.0214842	-0.664338	1.23841	1.44119	0.115798	-0.691234	0.845663	0.122148	0.025061	-0.395509	0.350219	-0.566261	0.591885	0.942096	0.510654	-0.199915	0.0719346	0.642792	0.0286572	-0.881027	0.419744	0.176191	0.646032	-1.25117	-1.1619	0.171387	-1.53887	0.525027	-1.306120e+02	-1.291483e+03	-1.422095e+03
6090	-0.507206	-2.22667	0.0426239	-1.56927	-1.42451	0.31206	0.0377224	0.591948	0.426243	0.508254	1.57588	1.81968	1.27826	-0.600844	-1.08751	-2.66224	0.853115	0.27953	-0.932894	1.02486	0.430559	-0.684914	1.7201	-1.49498	-0.74541	2.01319	-0.385925	0.0112661	0.347701	0.521367	0.281506	-2.23373	0.851777	0.990074	-0.513531	-0.969818	0.00921641	-0.537039	0.571488	0.140424	1.45505	1.45496	-1.61089	-0.0740059	0.534402	0.526964	0.900257	-1.91702	0.412729	1.55324	0.104775	-0.326112	0.987811	-0.816958	-1.60715	-1.10018	0.714208	-2.11956	0.0376349	-0.811382	-2.02693	0.31457	1.16419	0.880509	-0.908322	0.274	-0.417627	1.26027	1.54707	-0.952565	-0.423907	0.673871	0.226424	0.392392	-0.079972	0.397441	0.145471	0.938057	1.17192	0.854966	-0.287599	0.534119	0.960691	0.344769	-0.0417537	0.0865091	-0.747193	0.639478	-1.19399	-0.444262	0.207604	-1.52023	0.476128	-1.328469e+02	-1.293697e+03	-1.426544e+03
6100	-0.549263	-2.31561	0.208256	-1.63465	-1.45001	0.285177	0.106662	0.544142	0.427213	0.499386	1.54163	1.97197	1.26489	-0.600844	-0.354053	-2.66224	0.668458	0.407024	-0.765848	-0.316628	0.762075	-0.394641	1.78598	-1.14004	0.140721	1.70824	-1.08939	0.691068	-0.357147	-0.995781	-0.122521	-1.49523	0.582046	1.50753	-1.86372	-1.25888	-0.600473	-1.05581	0.677655	0.725907	1.88317	1.55667	-1.16358	-0.0740059	1.23673	1.4041	0.641983	-2.5804	0.635826	3.14896	0.104775	-0.753	0.681373	-0.586399	-0.222847	0.463949	1.69972	-1.57228	0.27148	0.814551	-2.95735	0.17625	1.17361	0.950176	0.485061	-0.0123747	0.187117	0.972692	1.81598	-1.38287	-0.827475	-0.178262	-0.615286	0.658937	0.565398	-0.106664	-0.400053	1.0091	1.17192	1.35373	0.794046	-0.846285	0.761826	0.474862	-0.721473	0.583944	0.285918	0.991568	-0.872889	-1.48544	0.759164	-0.771971	0.676806	-1.429248e+02	-1.282066e+03	-1.424991e+03
6110	-0.545096	-2.26571	0.188	-1.60407	-1.46703	0.292948	0.174683	0.546403	0.427213	0.499386	1.57725	1.78312	1.28473	-1.06657	-0.354053	-2.31041	0.668458	-0.786936	-0.866557	-0.722567	0.748762	0.0992432	1.70375	-1.12529	-0.293764	1.49043	-1.38913	0.901755	-0.0548716	0.250049	-0.122521	-1.74777	0.582046	1.15802	-0.577856	1.12148	-0.593534	-1.0248	0.236155	1.68628	2.03805	0.709556	-0.558986	-0.0740059	0.232125	0.821936	1.21345	-2.5804	0.311437	0.0754024	1.69621	-0.373736	1.06399	-0.586399	-0.276879	-0.367236	0.958452	-1.54898	0.183091	0.239351	-2.21412	-0.316199	1.54223	0.704005	1.2132	0.753984	0.0586048	1.57418	1.56664	0.966971	-1.5261	-0.3437	-0.781265	0.750944	-0.156184	0.0295519	-0.0948414	0.781271	1.36552	-0.108702	0.303927	0.665513	0.866852	0.546546	-0.963795	0.572851	0.285918	0.625419	-0.827279	-1.8803	0.798656	-1.11823	0.703591	-1.344572e+02	-1.293055e+03	-1.427512e+03
6120	-0.545203	-2.26571	0.109207	-1.54043	-1.38531	0.303806	0.205227	0.672133	0.439789	0.457464	1.66564	1.76679	1.27479	-0.909508	0.0659549	-2.31041	-0.438342	0.295287	-0.866557	-0.242126	0.683286	-0.554457	1.81539	-1.34916	1.33036	1.72022	-1.38913	0.894416	-0.0548716	0.124239	1.88166	-2.96481	0.49396	1.26109	0.379668	0.427526	-0.593534	-1.01361	0.968937	0.00276289	0.623705	2.7032	-1.15191	-0.0740059	0.383612	0.0686043	0.366913	-2.06113	0.305556	0.266209	0.904362	-0.504558	0.432729	-0.497958	1.18067	-0.668239	0.84765	-1.9548	0.661004	-0.116547	-2.65437	-0.0074248	1.24649	0.878312	-1.18786	0.44599	0.913451	1.11943	1.5373	-0.327854	-0.387826	0.0737922	-0.304178	0.718428	-0.498372	-0.734007	-0.516737	0.833164	1.21183	0.987379	-0.239614	-1.20454	0.689282	0.0877923	-0.951549	2.47943	0.297517	0.339858	-0.623199	-1.06149	0.602689	-1.30654	0.792197	-1.411530e+02	-1.285427e+03	-1.426580e+03
6130	-0.574898	-2.30047	0.0572436	-1.54043	-1.35448	0.302665	0.265191	0.62303	0.33931	0.417852	1.59497	1.78517	1.24901	-0.902547	-0.323096	-1.72362	1.58427	-0.05627	-0.875343	0.272099	0.864698	-0.594986	1.90722	-1.22166	0.814517	1.35355	0.018059	-0.492915	-0.0188154	0.262973	0.650918	-2.92653	0.592864	1.20848	-0.419722	1.50897	-0.92057	-0.59092	0.392565	2.5162	1.55927	0.475646	-1.02891	0.15967	0.684985	0.3276	0.835974	-2.67524	0.403877	0.749568	1.05889	-1.66915	0.978968	-0.497958	-0.348252	0.691052	0.684519	-1.17363	0.637506	0.0208181	-2.72678	-0.0074248	1.13536	0.959978	1.0477	-0.243491	0.0692857	1.28592	1.47027	-0.285553	0.100013	0.106037	-1.05097	0.910023	-0.734367	1.29023	0.00452532	0.366369	0.982376	0.99899	1.2734	-1.20564	-0.128308	0.315066	0.185621	1.10624	-0.0117533	-0.000790037	-0.624067	-1.39164	0.955254	-1.39212	0.6188	-1.370002e+02	-1.286484e+03	-1.423484e+03
6140	-0.587317	-2.26778	-0.014694	-1.57383	-1.3561	0.337156	0.237351	0.647122	0.33931	0.524322	1.59497	1.84695	1.23181	-0.902547	0.0530696	-1.93536	0.263031	-0.326708	-0.804362	0.0251606	1.01325	0.642819	1.36276	-0.859235	0.139963	2.29294	-1.42628	0.701233	0.533069	-1.96632	1.11167	-2.38336	-0.0717634	1.32311	0.480828	-0.269559	-0.00226054	-0.778973	0.36889	1.01157	1.1408	1.1273	-0.800802	0.210437	1.27479	0.252055	0.955034	-2.72765	0.472691	1.21806	1.05889	-1.03417	1.0603	-0.497958	-0.866638	0.964585	0.684519	-1.81572	0.790793	-0.937577	-2.4976	-0.552816	0.966174	0.938975	0.745334	0.123117	1.20175	0.812866	1.68684	-0.137794	-0.990859	0.498158	-0.557663	0.873889	-0.746419	0.179764	-0.441987	0.93638	1.05262	1.34522	2.32298	0.634584	0.503411	0.256881	1.5661	1.22666	0.984771	0.269038	-0.469382	-0.983138	0.788566	-1.86862	0.658223	-1.417903e+02	-1.283895e+03	-1.425685e+03
6150	-0.604371	-2.29623	0.0289027	-1.4899	-1.37578	0.332715	0.257123	0.646356	0.254601	0.513487	1.60484	1.8338	1.24409	-0.477925	-0.644532	0.274827	1.5778	0.173911	-0.804362	-1.33411	1.2267	-1.22221	1.18656	-1.00501	1.14034	0.472112	0.277752	0.231044	0.466196	-0.361573	1.477	-2.38336	0.634914	1.16367	0.726428	1.75481	1.16097	-1.33842	0.883437	0.655074	0.810492	2.40659	-1.65426	0.249021	0.595354	1.04585	1.31738	-2.26189	0.484993	1.0722	0.439735	-1.14277	0.856311	-0.866674	0.858156	0.964585	0.238616	-1.82473	0.793941	-1.46612	-2.4976	-1.01669	1.13425	0.938975	-0.20364	0.524792	0.0996413	1.08499	1.55824	-1.56699	0.130792	0.527509	-0.557663	0.919486	-0.327413	0.0163936	-0.117032	1.05438	1.17441	-1.40574	1.17606	-1.84662	0.244497	0.359266	0.772109	0.629244	0.288783	0.670436	-0.565853	-1.34103	1.26473	-0.777643	0.521744	-1.401366e+02	-1.298942e+03	-1.439079e+03
6160	-0.596118	-2.29623	-0.0366517	-1.59843	-1.35439	0.31901	0.152932	0.573334	0.435377	0.501467	1.63798	2.06326	1.21778	-0.477925	-1.14585	-1.75049	0.744021	-0.0812339	-0.523899	-0.992002	1.2267	0.0694935	1.45683	-1.00501	2.60982	1.81844	0.277752	0.651897	0.137543	-1.67301	-0.49431	-2.38336	-0.328121	1.32674	0.792181	0.565288	-0.756466	-0.606872	0.940493	-0.699118	0.810492	1.10787	-0.446836	0.249021	0.595354	0.771116	0.19403	-2.5817	0.655376	2.59853	0.0551519	-2.06674	0.751631	-0.343699	0.675966	0.273795	0.238616	-1.36404	0.575893	-0.158056	-2.29082	0.308666	1.23259	0.79706	-0.743972	1.43008	0.955664	1.12467	1.73398	-1.08687	-1.19132	-0.224509	-0.557663	0.807383	0.469516	0.0163936	0.300088	0.189253	1.48836	1.38691	0.480995	-0.156453	0.675412	0.492429	1.47946	1.52624	-0.749507	0.68836	-0.772187	-0.363131	1.07904	-1.26745	0.476624	-1.402194e+02	-1.289444e+03	-1.429663e+03
6170	-0.574209	-2.27425	-0.166497	-1.75314	-1.34991	0.313415	0.192566	0.437377	0.435377	0.489636	1.62605	1.78072	1.27449	-0.477925	-0.900783	-2.00364	0.830536	-0.763155	-0.0109528	-1.51061	1.24847	0.14291	1.76029	-1.14579	0.0602686	1.14825	-0.925045	-0.0218781	0.0223498	-0.0657867	-0.522928	-1.86223	0.0456377	1.47533	-0.614535	-1.13959	-0.0174112	-0.783243	1.01754	0.773949	2.94782	1.68646	-0.96505	-0.237518	1.25049	1.57567	0.678608	-2.17525	0.567592	0.586777	0.311457	-1.73757	0.282688	-0.501279	0.47426	0.836656	0.360356	-1.88767	0.320921	-2.25421	-1.29788	0.308666	0.925081	0.897342	-0.41608	1.07895	0.742259	1.14031	1.74473	-0.0568727	-0.05782	0.610757	-0.902636	1.01815	0.217246	-0.657817	0.783379	0.527717	1.28807	0.939382	1.52151	0.224723	0.387654	0.782907	-0.38524	1.26237	1.52872	0.661927	-0.74135	-2.01604	1.43038	-1.18158	0.26316	-1.383928e+02	-1.293276e+03	-1.431668e+03
6180	-0.562214	-2.27425	-0.104456	-1.79078	-1.34991	0.316872	0.147614	0.470507	0.340068	0.52402	1.69041	1.94324	1.28925	-0.607787	-1.08656	-1.399	-0.0596979	-0.184287	-0.232162	-0.274168	0.148822	0.255743	1.6144	-1.03229	-0.127539	0.63894	0.392337	0.0961003	0.0185408	2.28773	-1.46213	-1.28465	-0.129282	1.32492	1.51009	0.0705379	0.254888	-1.0981	0.343557	1.75244	1.59948	1.233	-1.1782	0.041296	0.643564	1.19671	0.898487	-1.89827	0.913934	0.127993	0.0621538	-0.901588	1.16265	-0.534356	-1.01565	0.542065	1.25146	-1.43128	0.51184	-1.52263	-2.63024	0.448579	0.771929	0.783763	0.147464	1.54514	1.71712	1.08518	1.40997	0.363737	0.49791	0.705766	-1.01391	0.392005	0.402373	1.36762	0.783379	0.659865	1.41542	-1.04518	0.199537	0.831851	0.60048	0.747551	0.350344	2.69184	0.722084	0.265325	-0.74135	-0.897511	1.22884	-0.168694	0.566367	-1.344400e+02	-1.303089e+03	-1.437529e+03
6190	-0.562214	-2.27425	0.0824904	-1.80638	-1.38617	0.369661	0.0776797	0.473377	0.302325	0.531057	1.50795	1.85035	1.28134	-0.471878	-0.198254	-2.34612	1.38913	0.0457062	-0.519631	1.52417	0.00632147	0.884002	1.58881	-0.644667	-0.623992	0.353635	0.392337	-0.248385	-0.0688584	1.76492	-0.628386	-1.28465	-0.144237	1.08776	0.425203	-1.41438	-0.271367	-0.580064	0.547777	0.278589	1.32429	2.02049	-0.725866	-0.275678	1.71699	2.34405	-0.252827	-1.94995	0.828658	0.311326	-0.969172	-0.761741	0.745784	-0.637941	1.26733	0.687709	0.797369	-1.853	0.357445	-0.726596	-2.94604	0.36331	0.764483	0.66651	1.41268	1.49768	0.476079	1.05719	1.38876	0.505045	-1.13829	0.13507	-0.238357	0.71057	-0.00606663	0.661835	-0.691225	0.732354	0.983168	0.463445	0.35286	-0.910256	0.232511	0.455282	-0.0545919	1.95462	0.44644	0.37154	-0.948157	-0.190902	0.713865	-1.64533	0.464991	-1.339569e+02	-1.298308e+03	-1.432265e+03
6200	-0.562214	-2.27425	0.119503	-1.7788	-1.43648	0.377834	0.104274	0.501169	0.402692	0.514516	1.50795	1.86485	1.2615	-1.04213	-0.400626	-0.836842	0.149734	0.260932	-0.404707	-0.980911	0.0572928	0.529572	1.71681	-0.644667	0.0161802	1.51971	-1.28641	0.370154	-0.0549776	-1.09176	0.508322	-2.07491	0.2752	0.81238	-0.515455	0.740525	-0.652006	-0.345757	0.856756	0.29911	0.728314	1.39853	-1.40245	0.0874606	0.369231	0.429492	1.43304	-2.11854	0.67006	0.519239	0.204633	-0.901113	1.16067	-0.304835	0.706639	1.21788	0.975742	-1.70879	0.0575799	0.617769	-2.96937	0.908655	0.974895	0.659697	-0.380062	0.630516	0.411701	1.22881	1.26002	1.10489	0.818895	-0.477168	-0.238357	0.71057	0.637343	0.193511	-0.691225	1.00804	1.21702	-0.466612	-0.890723	0.0792635	0.773162	0.436308	0.189661	1.39797	0.757204	0.713732	-0.734386	0.575105	-0.171457	-0.674976	0.415058	-1.264764e+02	-1.287499e+03	-1.413975e+03
6210	-0.526647	-2.11465	-0.0836649	-1.83236	-1.37824	0.374447	0.182852	0.516461	0.286274	0.522695	1.52276	1.82893	1.30396	-1.04213	-0.644974	-1.27038	0.0655055	-0.0564753	-0.404707	-0.390618	0.0572928	0.780955	1.59887	-1.22521	1.30643	1.27588	0.162929	0.350749	-0.0558381	0.401408	0.0932715	-0.503176	0.2752	1.07537	-1.421	-0.604969	-1.28658	-0.839819	0.899066	0.0469864	0.0521541	1.96412	-0.970109	0.0574283	0.12315	0.147365	0.991451	-2.18576	-0.00173492	1.73878	1.50847	-0.294509	0.761916	-0.662717	0.464524	0.0420708	0.438518	-1.80894	0.0575799	0.849292	-2.96937	0.0584035	1.08868	0.429838	-1.29686	1.91774	0.318318	0.985803	1.11638	-0.0512772	0.227267	0.695238	-0.553845	0.622744	-0.69922	1.63133	-0.185273	0.527207	0.962411	-1.02002	0.796189	-0.823535	0.466656	-0.0605153	1.53806	-1.28387	-0.25672	0.250448	-0.912285	-0.175631	-0.158565	-1.86266	0.461885	-1.294865e+02	-1.295117e+03	-1.424604e+03
6220	-0.510908	-2.11465	-0.167778	-1.65199	-1.49045	0.379114	0.241811	0.327346	0.575464	0.557308	1.50205	2.00256	1.26582	-1.21458	-0.644974	-0.970688	0.0655055	-0.0564753	-0.594347	-0.337773	0.348565	0.0230202	1.59887	-1.33705	1.14562	0.684194	-0.842039	0.5114	-0.0286005	-1.00767	-0.199855	-0.335563	0.649393	0.827894	-0.0519869	-0.432719	-0.813103	-1.04606	0.7935	1.20151	-0.37048	2.38325	-1.02429	0.113399	-0.784664	0.590291	0.269845	-2.54661	0.392241	0.126965	1.58608	-0.944338	1.0955	-0.653267	0.339143	1.50615	0.245959	-1.21433	-0.335884	-1.10683	-1.39277	0.423819	1.04507	0.426366	-0.548947	1.78348	0.137241	1.21163	1.11638	-0.764648	-0.806899	0.166391	-0.508352	0.754454	-1.90619	0.609168	-0.422365	0.880841	0.750792	0.453745	1.3558	0.0229154	0.616283	-0.0925122	0.546044	0.7198	-0.0862032	0.772541	-0.875736	1.2994	-1.1113	-1.58548	0.471964	-1.282405e+02	-1.297128e+03	-1.425368e+03
6230	-0.498319	-2.09464	-0.14862	-1.64892	-1.46134	0.403662	0.139747	0.445895	0.453198	0.557308	1.48404	1.92172	1.30488	-1.35758	0.889016	-0.522138	1.33293	0.101321	-0.790516	-1.1683	1.21643	0.0747225	1.59887	-1.2699	0.0893077	0.844653	-1.25854	0.300278	-0.161773	0.344681	-0.199855	-1.60782	0.421406	1.12921	1.26027	-1.54857	-0.293125	-0.764878	0.63721	1.57312	0.887855	2.07427	-1.07919	0.140048	0.135641	0.674988	1.07735	-2.54661	0.508758	-1.12403	0.907684	-0.944338	0.917427	-0.758238	0.0648969	-0.539021	0.583318	-1.60445	0.00600299	-0.980698	-2.14568	0.905976	1.21507	0.330899	-0.108354	2.19578	0.911735	1.02623	1.15958	-0.553886	-0.740482	0.526255	-0.128613	0.403068	-0.552471	0.259614	0.262996	0.994167	1.00179	-0.0604864	0.55028	0.0229154	0.89142	-0.0734827	0.754642	-0.144956	0.174917	0.618838	-1.25136	1.71617	0.148795	-1.44991	0.676139	-1.318207e+02	-1.285651e+03	-1.417471e+03
6240	-0.493895	-2.09464	-0.264287	-1.64204	-1.55034	0.348953	0.116446	0.580585	0.35675	0.547521	1.56956	1.7635	1.24939	-1.75232	0.482855	0.759532	1.14358	-0.112854	-1.1519	0.0958942	1.35041	0.21241	1.6188	-1.09524	-0.0608533	1.01909	-0.688468	0.173059	-0.0375439	-0.985215	0.454151	-3.22568	0.421406	1.13724	0.897311	-0.592491	0.261867	-0.103995	1.08594	-0.264205	-0.57733	3.04845	-1.25354	0.372488	-0.666677	-0.736454	2.14339	-2.31006	0.135271	0.569419	0.730127	-1.2306	1.12448	-0.629298	-0.0521506	-0.0101364	1.93183	-1.03572	0.394258	0.887075	-3.03876	0.20452	1.2658	0.504415	0.355705	0.898842	0.229214	1.46839	1.32472	-0.553886	0.28123	-0.0449916	-0.128613	0.0767166	1.66174	1.89627	-0.208839	0.502173	0.881806	-1.02388	1.69973	-0.455377	1.0009	-0.513577	0.695441	0.772679	0.242435	1.04111	-1.1216	0.00390192	0.639975	-0.789031	0.676992	-1.405885e+02	-1.294573e+03	-1.435161e+03
6250	-0.53504	-2.09464	-0.150892	-1.64849	-1.49198	0.268278	0.125764	0.554322	0.403911	0.424772	1.59373	1.78479	1.3149	-1.83114	1.00714	-1.37434	0.463824	0.458365	-1.92578	0.177556	1.55418	0.283586	2.07274	-1.79315	0.0598918	1.79384	-0.299046	0.580648	-0.081994	1.39146	0.987025	-2.80707	0.912712	0.937362	2.44881	-0.26897	-0.0951693	0.031748	1.20193	-0.351564	-0.57733	1.1301	-1.4034	0.166061	0.355125	-0.330938	1.06965	-2.22345	0.341161	-0.199499	1.94911	-1.3984	1.42584	-0.815749	-0.881275	1.64991	1.52848	-1.74017	0.0445316	-0.356578	-2.16798	0.972293	1.16664	0.966881	-0.895221	1.02921	0.718402	1.55082	1.47298	1.29924	0.31795	0.532868	-0.180335	0.429169	0.396607	-0.0290266	-0.316637	1.04416	1.3396	-1.99717	0.310588	-0.0581763	0.550327	-0.0553489	0.644474	0.042895	-0.328484	1.1743	-1.34394	0.216432	0.265832	-1.17502	0.567207	-1.419801e+02	-1.291868e+03	-1.433848e+03
6260	-0.508987	-1.87803	-0.209749	-1.64849	-1.49865	0.215233	0.0076634	0.496893	0.305104	0.40249	1.55237	1.73563	1.26106	-1.92706	0.700179	-2.42579	1.11732	-0.211437	-1.5404	0.497546	0.57072	-0.0568282	2.41123	-2.31163	-0.0176618	0.23806	-0.541364	0.820557	-0.633998	0.936822	-0.751005	-1.74501	1.04254	1.45047	-0.817253	-0.846156	-0.875146	-1.12167	0.609535	-0.576301	0.799443	2.30851	-1.07147	-0.342758	0.960802	0.183631	1.06965	-2.72996	0.650413	-0.508552	0.326815	-0.77798	1.27933	-1.22941	1.11025	-0.0462002	1.15309	-2.17219	-0.457859	-2.44224	-1.6908	0.652416	1.49173	1.04562	0.418053	-0.0586244	-0.205377	2.26759	1.50904	-2.78453	0.698165	1.1166	-0.679378	0.608498	0.396607	0.488661	-0.251739	1.51224	1.38128	-0.773285	0.310588	0.693557	0.366734	-0.371584	0.218933	0.848169	0.312783	0.685599	-1.81158	-0.125977	-0.517855	-0.743239	1.10312	-1.436945e+02	-1.295974e+03	-1.439668e+03
6270	-0.499209	-1.87803	-0.17506	-1.50941	-1.49865	0.252963	0.244888	0.539826	0.395678	0.392557	1.57683	1.90371	1.31166	-1.6855	-0.0267413	-2.0225	0.914973	1.03547	-1.28223	0.394941	0.0808527	-0.629238	2.17912	-2.04124	1.07223	0.699974	0.409112	-0.0737217	-0.410586	0.942815	-1.04393	-1.74501	1.15604	1.40812	-0.413017	-0.237804	0.265576	-1.12167	1.46063	2.01152	-1.94481	1.65605	-0.814722	-0.305157	-0.427858	-0.211286	-0.192695	-2.66272	0.672931	-0.819929	0.352025	-0.849226	1.11601	-0.656155	0.105811	-0.257595	1.26287	-1.90668	0.153162	-2.33063	-2.06711	0.644164	1.50206	1.09191	-0.135381	0.0612978	-0.451436	1.62832	1.48022	0.0509696	-1.07936	0.0108158	-1.23734	0.845949	-0.164498	-0.473028	-0.534895	1.21892	1.12079	0.528977	0.310588	-0.636771	1.08892	0.0431269	-0.863952	0.353182	-0.0574335	0.310116	-1.77572	-0.419117	0.263266	-0.946207	0.952445	-1.380724e+02	-1.298549e+03	-1.436622e+03
