iter	M_lnFgutabs(1)	M_lnkgutelim(1)	M_lnktot(1)	M_lnkmratio(1)	M_lnkeDfrac(1)	SD_lnFgutabs(1)	SD_lnkgutelim(1)	SD_lnktot(1)	SD_lnkmratio(1)	SD_lnkeDfrac(1)	GSD_don(1)	GSD_d3g(1)	GSD_d15g(1)	lnFgutabs(1.1)	lnkgutelim(1.1)	lnktot(1.1)	lnkmratio(1.1)	lnkeDfrac(1.1)	lnFgutabs(1.2)	lnkgutelim(1.2)	lnktot(1.2)	lnkmratio(1.2)	lnkeDfrac(1.2)	lnFgutabs(1.3)	lnkgutelim(1.3)	lnktot(1.3)	lnkmratio(1.3)	lnkeDfrac(1.3)	lnFgutabs(1.4)	lnkgutelim(1.4)	lnktot(1.4)	lnkmratio(1.4)	lnkeDfrac(1.4)	lnFgutabs(1.5)	lnkgutelim(1.5)	lnktot(1.5)	lnkmratio(1.5)	lnkeDfrac(1.5)	lnFgutabs(1.6)	lnkgutelim(1.6)	lnktot(1.6)	lnkmratio(1.6)	lnkeDfrac(1.6)	lnFgutabs(1.7)	lnkgutelim(1.7)	lnktot(1.7)	lnkmratio(1.7)	lnkeDfrac(1.7)	lnFgutabs(1.8)	lnkgutelim(1.8)	lnktot(1.8)	lnkmratio(1.8)	lnkeDfrac(1.8)	lnFgutabs(1.9)	lnkgutelim(1.9)	lnktot(1.9)	lnkmratio(1.9)	lnkeDfrac(1.9)	lnFgutabs(1.10)	lnkgutelim(1.10)	lnktot(1.10)	lnkmratio(1.10)	lnkeDfrac(1.10)	lnFgutabs(1.11)	lnkgutelim(1.11)	lnktot(1.11)	lnkmratio(1.11)	lnkeDfrac(1.11)	lnFgutabs(1.12)	lnkgutelim(1.12)	lnktot(1.12)	lnkmratio(1.12)	lnkeDfrac(1.12)	lnFgutabs(1.13)	lnkgutelim(1.13)	lnktot(1.13)	lnkmratio(1.13)	lnkeDfrac(1.13)	lnFgutabs(1.14)	lnkgutelim(1.14)	lnktot(1.14)	lnkmratio(1.14)	lnkeDfrac(1.14)	lnFgutabs(1.15)	lnkgutelim(1.15)	lnktot(1.15)	lnkmratio(1.15)	lnkeDfrac(1.15)	lnFgutabs(1.16)	lnkgutelim(1.16)	lnktot(1.16)	lnkmratio(1.16)	lnkeDfrac(1.16)	LnPrior	LnData	LnPosterior
1140	-0.513913	-1.21314	-1.08351	-1.50827	-1.66692	0.323539	0.6004	0.00151956	0.269676	0.456161	1.53136	1.84033	1.27793	-1.1447	-1.98621	-0.85597	0.120633	0.499431	-0.471899	-0.297888	-0.410964	0.848703	2.37569	-1.37998	0.12904	0.169377	-0.407776	1.25674	-0.212959	0.30447	0.0338624	-2.98972	0.48133	1.3042	-0.415909	0.491222	-0.492299	-0.162464	0.669183	1.69839	-0.63872	1.72476	-1.005	-0.104375	0.168456	-0.279701	0.676772	-2.21113	0.578845	2.06287	0.246587	-0.0733294	1.24926	-0.735063	0.205293	-1.44972	-0.290021	-1.12025	-0.123054	-1.66941	1.51552	0.691316	1.83799	1.07177	-0.474694	-0.440487	1.21009	1.54597	1.55347	-1.73881	-1.03641	-0.0934572	-0.119709	0.562197	2.10128	1.51292	-0.459854	1.89109	1.4771	-0.93969	-0.169017	-0.350503	1.40004	-0.0432281	1.39415	-0.344048	0.848538	0.634549	-0.94243	-0.00936416	-1.23161	-1.90831	1.18388	-1.395072e+02	-1.299941e+03	-1.439449e+03
1150	-0.525606	-1.22376	-1.08351	-1.60804	-1.67854	0.285747	0.417647	0.210365	0.457946	0.521715	1.58625	1.76649	1.27848	-1.41719	-1.69942	-0.777871	1.23892	0.494555	-0.391685	-0.736615	1.17606	0.597773	2.33945	-1.40021	0.859722	0.66707	0.498618	0.592162	-0.241531	0.0142586	-0.05774	-1.90633	0.743359	1.16728	0.514292	1.21636	0.282409	-0.608097	0.933438	1.09687	0.61796	1.73877	-0.50482	0.316647	0.835794	-0.172504	0.651022	-2.44515	0.543752	1.15142	-0.458469	-1.07964	1.43293	-0.741718	1.10016	-0.513484	1.17452	-1.00724	-0.464353	-2.13238	-0.693998	0.237191	1.08489	0.896915	0.622519	-0.440487	0.097157	1.1989	1.53354	0.0414829	-0.164079	0.138151	-0.288022	0.444279	1.21563	1.1589	-0.459854	1.17804	1.14037	1.21785	2.3809	-1.25823	0.980338	0.00340629	-0.356134	-0.962993	-0.205641	1.08542	-1.64026	1.25412	-1.26996	-1.40702	1.14758	-1.343648e+02	-1.294858e+03	-1.429222e+03
1160	-0.506125	-1.1209	-0.881133	-1.46276	-1.62055	0.319386	0.521719	0.120062	0.4017	0.507447	1.50866	1.82875	1.27848	-1.54453	-0.890291	-1.08484	1.36497	0.138568	-0.806965	-0.151018	-0.0216398	-0.11962	2.05997	-2.17622	-0.0534423	-0.0666234	-0.879215	0.511039	0.0913518	-0.701509	-0.05774	-3.47114	1.20196	1.19832	0.686201	0.0586877	0.0934663	-0.849128	0.653978	0.835624	0.244556	1.81182	-0.684624	-0.552756	0.221934	1.61845	-0.567894	-1.9963	0.165661	0.742831	0.34472	-1.09692	1.41164	-0.616322	0.573276	-0.513484	1.17452	-1.31743	-0.0820461	-2.62586	-0.435553	0.19549	1.44263	1.11121	-0.340742	-2.13838	-0.520729	1.70874	1.58312	0.568094	-0.827402	-0.0270671	0.0329874	0.660549	-1.66271	-1.3724	-0.22056	1.24621	1.12615	1.13517	0.185862	-0.94581	1.02146	0.298171	0.337396	-0.555921	0.461623	1.08542	-1.18984	-0.38745	-0.912209	-1.40702	1.11605	-1.377465e+02	-1.282646e+03	-1.420393e+03
1170	-0.515014	-1.13757	-0.734816	-1.32547	-1.58413	0.32253	0.50058	0.0858675	0.311644	0.512721	1.53328	1.83453	1.28301	-1.59514	-1.53784	0.107006	0.872312	0.32861	-1.42482	0.601779	0.258692	-0.125709	1.93905	-1.51382	0.999462	-0.233227	-1.49454	0.567665	0.188724	-0.918832	0.26249	-2.52985	1.06564	1.16881	0.961039	0.0583266	-0.781858	-0.273811	0.602533	0.978841	0.804888	0.833865	-0.437581	-0.344227	0.165308	1.42046	-0.399232	-2.13866	0.520346	-0.379708	-0.139089	-2.16778	1.38384	-0.928118	0.857049	0.491471	0.277739	-1.56129	-0.214232	-2.44219	-0.828679	-0.416878	1.57408	0.486134	1.1597	0.207542	-0.563942	1.53237	1.50551	0.21873	1.65902	-0.427774	-0.334998	0.541734	1.59936	-0.873582	-1.34618	1.34738	0.941099	2.57665	0.974596	-0.537876	0.595138	-0.370023	1.26245	-0.181254	-0.683726	0.544666	-1.62312	-0.40512	0.276992	-2.06852	1.16996	-1.379349e+02	-1.287414e+03	-1.425349e+03
1180	-0.526308	-1.13919	-0.911177	-1.6475	-1.58975	0.278397	0.409289	0.0571315	0.372813	0.498958	1.53432	1.91718	1.28435	-1.84101	-0.160906	0.477411	1.52696	0.2408	-1.72765	0.55624	1.44905	0.279219	1.94938	-1.61401	-0.12576	0.121466	-1.03793	0.880787	-0.248886	0.734648	0.26249	-2.43266	0.613877	1.22415	0.43554	0.94257	0.426697	-0.404907	0.714414	0.306719	0.818261	1.32995	-0.811784	-0.182339	-0.472999	0.869186	-0.399232	-1.8521	0.393333	2.12939	0.717186	-0.146011	1.40508	-1.42354	1.53524	0.361777	0.91107	-1.30636	-0.239858	-2.3121	0.806911	0.504371	1.56319	0.599188	1.27999	-0.638335	0.931458	1.49082	1.73451	0.809771	0.273145	0.414861	-0.673599	0.402536	0.105187	-0.335281	-0.359076	0.788507	0.947608	1.17365	0.696381	-0.107898	0.895383	0.555343	0.922277	-0.0940713	1.18363	0.41002	-1.37513	-0.940478	1.36582	-0.714778	0.884962	-1.307585e+02	-1.299504e+03	-1.430263e+03
1190	-0.486722	-0.852479	-1.06908	-1.5274	-1.46597	0.276155	0.548379	0.108348	0.419495	0.488182	1.48541	1.92248	1.27637	-2.15648	-0.357773	-0.809092	-0.145746	-0.0506257	-1.46596	0.632934	-0.255695	0.712914	1.82889	-2.30184	0.794445	0.22725	-0.791914	0.827217	-0.0732856	-0.781365	2.01188	-2.98799	0.533272	1.43851	-0.789467	-0.241892	-0.391554	-0.309772	0.298578	0.685274	-0.837664	0.697226	-1.17585	-0.0998942	-0.175756	-0.684396	-0.00287024	-2.25564	0.658015	0.897386	-1.54783	-0.895117	1.08858	-0.882487	0.168982	1.21571	0.55225	-1.32089	-0.157807	-2.38707	0.950607	0.957305	1.46349	0.50312	1.22037	-0.564203	0.931458	1.21431	1.63825	-1.35674	-0.705098	-0.359706	-0.628013	0.948857	-1.23047	-1.35524	-0.359076	0.746397	1.38629	1.0344	-0.370506	-0.107898	0.360666	0.470226	2.07448	0.230468	0.337638	0.415937	-1.3678	-1.2286	0.821049	-1.73761	0.800446	-1.381393e+02	-1.297186e+03	-1.435326e+03
1200	-0.502989	-0.7891	-1.10295	-1.6604	-1.4236	0.271404	0.668521	0.323683	0.331825	0.463602	1.48629	1.75356	1.31617	-0.701138	-1.27724	-2.85712	0.274352	-0.110342	-1.27637	0.154269	-0.135766	0.583409	1.57044	-2.30523	1.56593	-0.504701	-1.53315	0.515392	-0.0259956	-1.35056	0.341553	-2.18971	-0.20005	1.69303	0.886452	-1.28135	-0.575363	-1.16638	0.692499	0.685274	0.396422	1.60796	-0.9714	-0.806057	-0.0515867	1.11248	0.879755	-2.54203	0.708474	0.47934	-0.257723	-1.49974	1.11131	-1.4368	0.168982	1.13803	0.55225	-2.16846	0.198178	-2.28688	-1.01185	0.957305	1.61593	0.296901	1.63832	-0.459313	0.168513	1.09506	1.39943	-1.45648	0.957617	-0.510673	-0.658079	0.10411	0.494456	2.54391	0.646785	0.91268	1.15592	1.55274	1.70541	-0.107898	0.493572	-0.0194581	0.894663	0.684975	-0.310477	0.415937	-1.3678	-1.01355	0.471477	-1.82498	0.175852	-1.466423e+02	-1.286896e+03	-1.433538e+03
1210	-0.467894	-0.745034	-1.3309	-1.78422	-1.37785	0.266812	0.743761	0.360589	0.399181	0.519743	1.48326	1.73457	1.27046	-0.596423	-0.7188	-2.56413	0.9991	0.50851	-1.25142	-0.377889	0.866385	-0.0806992	1.67973	-2.54007	0.591298	0.553559	-0.611501	0.421389	-0.185883	-1.2795	1.63834	-2.37441	0.170373	1.69683	-3.83664	0.0643056	-0.575363	-0.699261	0.947781	0.685274	0.430766	2.47431	-0.888238	-0.335792	-0.0515867	0.428437	0.529385	-2.07197	0.998678	0.901411	-0.0651531	-0.941288	1.26967	-0.69308	-1.09691	1.13803	1.29622	-1.49066	0.50905	-2.39963	-1.27814	0.129056	1.05796	1.18434	-0.0551847	-0.459313	0.272724	0.957026	1.50753	0.158753	1.43911	0.398142	-0.259872	0.697576	1.42507	-1.10587	-0.370713	0.894685	1.22969	0.757622	1.22639	-0.107898	0.260217	-0.127686	1.8336	0.867219	1.59772	0.493312	-1.5223	-0.56773	0.471477	-0.669886	0.596161	-1.502397e+02	-1.278665e+03	-1.428905e+03
1220	-0.465033	-0.406934	-1.28794	-1.52967	-1.33018	0.258315	0.781603	0.388036	0.271606	0.472915	1.53599	1.84177	1.26197	-0.612162	-0.972028	-2.56413	1.59754	0.0563456	-0.992933	-0.377889	0.157178	-0.428292	1.70741	-2.16555	0.874604	-0.121279	0.470868	-0.0138813	-0.00760435	-1.26463	0.529409	-1.50596	0.20416	1.27928	0.322647	-0.153715	-0.575363	-0.920365	-0.0851539	1.22465	2.00418	0.523004	-0.479212	-0.816621	-0.186458	0.756331	0.62058	-2.52057	0.0686579	0.91894	0.0903393	-1.8301	0.701138	-1.57137	0.708935	-0.137925	1.29622	-1.98712	0.223738	-2.46798	-0.582953	0.379715	1.15004	1.17878	-1.20734	-0.459313	-0.0280162	1.13271	1.56121	0.358825	0.655002	0.294937	-1.13	1.06276	-0.32396	0.44093	-0.516196	0.875631	1.58972	-0.183873	0.0713028	-1.01813	-0.112273	0.378119	1.63978	0.816222	-0.980396	0.493312	-2.10082	-0.56773	0.471477	-1.39708	0.104043	-1.392478e+02	-1.288652e+03	-1.427900e+03
1230	-0.461976	-0.338577	-1.21489	-1.53228	-1.37051	0.285192	0.615599	0.403624	0.353263	0.45818	1.58465	1.83503	1.25246	-2.25021	-0.154775	-1.5862	1.88937	0.161297	-1.18022	-0.92434	-0.174575	-0.759878	1.70741	-2.23774	1.37447	-0.277093	-0.80311	0.0155459	-0.593099	-1.16512	0.529409	-2.05842	0.423357	1.51195	0.5743	-0.153715	-0.981228	-1.19757	0.261857	1.61003	0.56263	1.11523	-1.03426	-0.760581	-0.744885	1.64251	0.62058	-2.24973	0.370151	-0.0345159	0.12246	0.257415	1.20798	-0.91114	1.48895	-1.44098	0.426136	-1.65998	-0.0450456	-2.79759	-0.807713	0.152816	1.26997	0.843474	-0.0557289	-1.06767	0.587775	1.20277	1.56121	0.962847	-0.0549949	-0.309245	-0.819438	0.247953	1.41766	-0.0664716	0.47554	0.999727	1.09802	0.398255	0.721551	-1.43222	0.323553	0.135737	0.974222	1.01648	-1.20143	0.709137	-1.72478	-0.986027	0.256428	-1.95417	0.626799	-1.414871e+02	-1.289140e+03	-1.430627e+03
1240	-0.453858	-0.388409	-1.32115	-1.69079	-1.46965	0.270856	0.540963	0.207557	0.357542	0.481444	1.54779	1.82958	1.29919	-0.775811	-3.64858	-0.735217	2.19541	-0.37504	-1.34748	-0.573459	-0.28803	-0.202556	1.75073	-2.23214	0.391377	1.61682	0.456497	0.903215	-0.485022	-1.00556	0.0221536	-1.57635	1.08221	1.42297	0.431754	-0.0287492	-0.470766	-0.69939	1.0905	-0.816522	0.0584336	2.78701	-0.443619	0.857917	-0.926718	-1.08717	0.293069	-2.78232	0.343971	-0.49107	0.985089	-0.900378	0.96418	-1.06827	1.23572	-0.205131	0.997897	-1.61106	-0.308668	-3.37229	0.436474	0.152816	0.952715	0.597459	0.646193	-1.02502	0.587775	1.20277	1.52108	2.01966	1.02032	0.940157	-0.13639	0.912522	0.0242254	-0.157231	0.47554	1.2791	1.41271	-0.698219	-0.126214	0.118188	0.747552	-0.540645	0.22419	0.0787416	0.0658872	0.136212	-1.68991	-0.148877	-0.411863	-1.01729	0.730623	-1.436350e+02	-1.291275e+03	-1.434910e+03
1250	-0.442374	-0.759198	-1.22444	-1.64314	-1.42866	0.321604	0.477189	0.368249	0.536296	0.437299	1.54779	1.80108	1.30691	-0.967163	-1.30218	-1.62125	0.774123	-0.356908	-1.64211	0.319948	0.409914	0.28654	1.72235	-1.86214	-1.10469	1.72599	-0.292504	0.562421	-0.7577	-0.412306	-0.246938	-0.978307	0.637263	1.17517	1.18297	-0.0287492	0.690421	-0.389141	0.867936	1.04922	0.344131	1.24106	-0.978053	-0.268831	0.826865	-1.52341	0.0798116	-2.20479	0.313566	0.47547	-0.268718	-0.627985	1.22726	-1.19181	-0.463524	0.812408	0.68109	-2.26339	0.00132705	-3.90663	0.436474	0.316051	1.00514	0.702528	1.35759	-0.796385	0.587775	1.20277	1.11492	-1.53989	0.165965	0.429995	-0.842023	0.931206	0.0242254	-0.965174	0.691031	0.779135	0.430821	0.164664	1.56996	0.118188	0.443822	-0.874384	1.45165	0.960542	1.03438	-0.175356	-1.46686	-0.270191	-0.392617	-0.79094	0.705793	-1.365653e+02	-1.294894e+03	-1.431459e+03
1260	-0.424583	-0.997734	-1.16573	-1.63313	-1.31491	0.309149	0.505029	0.368249	0.416535	0.369309	1.53804	1.70739	1.30691	-0.799432	-1.393	-1.62125	0.111375	0.279052	-1.32807	0.0712045	0.409914	0.84328	1.87522	-2.00942	2.24226	-0.0184335	1.0206	0.692254	-0.966444	-1.21733	0.137266	-2.44272	-0.0313454	1.11041	-1.5918	0.145194	0.690421	-0.939289	0.163598	0.41617	0.664123	1.14357	-1.83976	0.0120351	0.826865	-1.33145	0.684991	-2.70634	-0.038949	0.836175	0.955025	-0.502712	0.743632	-0.932456	0.989653	-0.476968	0.68109	-1.75067	0.591695	-4.30611	-0.820582	0.316051	1.42174	0.915518	0.900606	-0.796385	0.387258	1.28161	1.25357	-1.74765	-0.367404	-0.410729	-0.486103	0.709094	0.100358	-1.36185	0.120564	0.912449	0.597335	-1.14202	0.985113	-0.116735	0.480462	-0.505037	0.82762	0.69973	-0.423954	-0.293156	-1.45459	0.404134	-0.392617	-0.785452	0.41819	-1.410474e+02	-1.300453e+03	-1.441501e+03
1270	-0.446402	-0.879772	-1.16736	-1.78103	-1.28174	0.310571	0.578302	0.281847	0.345892	0.401172	1.78097	1.89081	1.2552	-1.33337	-1.14762	-2.11324	0.311749	-0.0188578	 -1.1	-0.431827	1.93961	-0.128048	1.87522	-1.85868	2.02474	-1.11157	-0.0395033	0.130451	-0.456647	-1.01463	0.137266	-1.86301	0.150721	0.66781	1.81381	0.263659	0.690421	-1.13914	0.651727	-0.00736274	1.82811	1.94973	-0.837811	-0.461447	0.943471	-0.7164	0.684991	-2.54218	0.695051	0.528436	0.0559924	0.0436386	0.774222	-1.12276	-0.03089	1.12427	0.68109	-1.73	0.797429	-3.63148	-2.02195	-0.257234	1.14431	0.518142	1.07217	0.116775	0.387258	1.39167	1.25357	-0.271615	0.154645	0.404841	-0.680605	0.920555	-0.141517	-0.674895	-0.012869	0.79827	1.13486	-0.422103	0.270895	-0.233163	0.281286	0.0445672	0.633051	0.16981	0.190917	0.680906	-1.43186	1.18156	-1.58582	-0.785452	0.237201	-1.387963e+02	-1.297801e+03	-1.436597e+03
1280	-0.436556	-1.04172	-0.999092	-1.60147	-1.38911	0.360667	0.55104	0.323305	0.35332	0.423143	1.6462	1.81654	1.23361	-1.13148	-0.911943	-2.83858	0.311749	-0.01439	-1.10603	0.0311767	0.403118	0.331888	1.87522	-1.53797	1.86032	0.493325	-0.750385	0.658811	-0.129884	-1.63687	0.0493549	-1.76528	-0.167457	0.834943	0.303642	-0.834977	0.378596	-0.745526	-0.066366	1.4833	1.82811	2.0546	-1.28237	-0.217378	1.131	-1.34884	0.683191	-3.73532	0.510774	0.0169718	-0.938818	-1.67632	0.939248	-0.531876	-0.798082	-0.625396	2.19386	-1.21935	0.0421226	-2.43261	-1.58811	0.584139	1.27832	0.179626	0.983496	0.231018	0.804228	0.933999	1.08749	-0.849918	0.124753	-0.436156	-0.481147	0.196167	-0.247426	-0.88052	-0.012869	0.99108	0.56469	-0.0146071	1.80927	0.222985	0.287359	0.110764	-0.575249	0.0905151	0.211897	0.823101	-1.43186	1.16458	-1.58582	-0.855656	0.431731	-1.414562e+02	-1.284009e+03	-1.425465e+03
1290	-0.442865	-0.94083	-1.19536	-1.69882	-1.37243	0.403551	0.660929	0.222112	0.360346	0.441214	1.57428	1.80524	1.23255	-1.35257	-1.33926	0.357836	1.04024	0.0118757	-1.5267	0.714934	-0.627171	0.576022	1.5594	-1.56234	1.48222	1.38849	1.08093	0.764005	-0.177476	-1.29599	0.335495	-2.40967	0.233623	0.897109	-0.466526	0.255625	-0.0427489	-1.13046	0.0415577	1.0877	1.82811	1.63488	-1.16006	-0.0840044	1.131	-1.7373	0.683191	-2.09209	0.229188	0.493145	-0.467655	-2.04528	0.939248	-0.808494	2.4668	0.0262756	1.51634	-1.55022	-0.0426077	-2.0957	-1.59912	-0.977783	0.934251	0.364794	0.490426	-0.261561	0.177605	0.425702	1.08749	0.0248573	0.125393	0.283516	-0.552706	0.141732	-0.247426	0.387014	0.000767816	0.382996	1.08771	-0.939499	0.298501	-1.25929	0.337071	0.0189612	1.10182	-1.20769	-0.213841	0.594116	-1.15632	0.480848	-1.47527	-0.844358	0.771285	-1.364365e+02	-1.291034e+03	-1.427470e+03
1300	-0.442715	-0.766359	-1.20024	-1.71289	-1.30118	0.393505	0.506089	0.280932	0.321786	0.402987	1.64548	1.89526	1.26138	-1.16946	-1.90859	-0.880013	1.05152	0.279906	-0.768058	0.324765	-0.598328	-0.33095	1.74911	-1.4529	0.3739	-1.50143	-0.148157	0.168006	-0.342301	-0.309198	0.302911	-0.938362	-0.397533	0.742995	1.04367	0.255625	2.18885	-1.28499	0.283342	0.788567	0.90774	1.71351	-1.1167	-0.449516	0.389354	-0.0732169	1.54791	-3.16917	-0.249769	0.285952	1.50241	-0.873841	0.4447	-0.9004	-0.328342	0.677161	1.88128	-1.85473	-0.0526897	-2.27743	-0.521414	-0.0738464	1.31773	0.433166	-0.0912619	-0.150532	1.02067	0.949473	1.05549	0.529294	1.06862	-0.198676	-0.734144	0.0646389	-0.247426	0.648302	-0.137372	-0.115759	0.972692	0.0230498	-0.557366	-0.218786	0.430165	0.0189612	1.2361	-0.306093	0.111899	0.404828	-1.3011	1.10769	-1.13312	-0.642403	0.583019	-1.285814e+02	-1.298817e+03	-1.427399e+03
1310	-0.435954	-0.782061	-1.20277	-1.70125	-1.3309	0.402885	0.457494	0.159678	0.29353	0.48358	1.64651	1.84531	1.31189	-1.60446	-0.985594	-1.00214	1.27225	-0.41737	-1.00992	0.087185	-0.653187	-0.0502486	1.58735	-1.25585	1.44203	-1.16791	-0.843127	-0.306478	-0.382284	-0.901407	-1.48483	-1.35983	1.06245	0.866706	-1.02141	-0.0139458	0.152018	-0.728519	0.500257	0.788567	1.79371	1.03511	-1.14539	-0.372101	1.93031	-1.40202	1.62481	-2.74516	0.240375	0.696249	0.497642	-1.01586	0.746123	-0.633141	-1.75654	-0.470802	1.6511	-1.67909	-0.457454	-2.66084	-0.528961	0.929488	0.922719	0.505696	0.222889	-0.707399	0.0811975	1.11102	1.05549	-0.26681	1.116	0.953402	-0.481255	0.256547	0.0666287	-0.545475	-1.05213	0.866817	1.07859	0.732606	-0.0268384	-0.218786	-0.0338436	-0.192393	-0.456789	-0.412986	-0.200574	-0.343649	-1.19192	-0.7655	1.50986	-1.51038	0.244283	-1.321507e+02	-1.295657e+03	-1.427807e+03
1320	-0.446886	-0.907375	-1.11204	-1.72075	-1.29311	0.399497	0.567999	0.0672725	0.311711	0.462055	1.59285	1.82397	1.32021	-1.13593	-2.17454	-0.303872	0.51121	-0.572054	-0.768699	-0.112909	-1.07539	0.180243	1.42736	-1.45307	1.31666	-0.499447	0.871069	0.1337	-0.462748	0.045041	-0.386902	-1.67326	0.361436	0.706337	-0.0389871	0.749127	-0.0352319	-0.681482	0.500257	0.77721	0.169622	2.56546	-1.92996	-0.490496	1.1281	-0.120731	1.26661	-2.86961	0.377045	0.827592	-1.00221	-1.44884	0.764588	-1.13874	0.619361	-0.569219	-0.266766	-2.18215	-0.09893	-2.76726	-0.375375	-0.574527	0.912468	0.58235	-0.273755	0.459585	-0.04548	1.11365	1.05549	-1.75405	0.527326	0.0438488	-0.282014	0.205306	-0.420811	1.11879	0.158937	0.246676	1.07859	-1.07127	-1.05423	-1.35613	0.800444	-0.160766	0.484022	-0.412986	1.15377	0.640811	-1.39434	0.0754711	0.975381	-1.3958	0.392746	-1.328157e+02	-1.290311e+03	-1.423127e+03
1330	-0.451583	-0.840587	-1.22641	-1.40458	-1.22962	0.421047	0.515993	0.0141553	0.403661	0.454084	1.64019	1.83362	1.28073	-1.35686	-1.33386	-2.03519	0.64352	0.0440262	-1.00314	0.31199	0.0131094	0.576911	1.32436	-1.46442	0.193157	0.505606	-1.34172	0.142358	-0.296356	-0.248828	-0.0796939	-1.83438	-0.135185	1.05252	-0.0724819	-1.40884	-0.00808352	-0.997067	0.457617	1.33241	0.485059	0.988953	-2.03727	-0.117306	0.637146	0.179244	0.871085	-2.47689	0.114252	2.78247	-0.364423	-0.808612	0.577293	-0.76769	0.70726	0.165448	-0.766001	-1.92025	-0.518153	-2.35644	-1.70834	-0.492175	0.632124	0.598804	0.129791	0.648358	-0.0616696	0.784547	1.06702	1.29017	-0.535312	-0.967901	-0.436088	-0.0869514	1.26787	-0.550944	0.0103095	-0.270217	0.935952	2.27779	-0.169164	-1.54239	0.628127	0.120695	1.01909	-0.412986	-0.625795	0.410842	-0.879158	-0.85603	0.60094	-1.3958	0.739479	-1.326529e+02	-1.307520e+03	-1.440173e+03
1340	-0.490503	-1.02515	-1.1449	-1.73914	-1.28794	0.403647	0.515993	0.0678619	0.323051	0.455547	1.59689	1.83362	1.32996	-1.42446	-0.543616	0.498273	0.64352	-0.505358	-1.05999	0.204734	0.877881	0.386075	1.48736	-1.08352	0.104179	0.407755	-1.08062	-0.42341	0.0980333	-1.33677	-2.05553	-2.0708	-0.257327	1.10354	-0.101642	-0.228057	0.105239	-1.67439	0.398118	0.53851	1.1598	1.36972	-1.40707	-0.226394	0.637146	1.54379	0.871085	-2.85822	0.073797	0.545666	0.233047	-0.830332	0.545822	-0.838372	0.70726	-1.44766	1.89633	-1.70519	0.109763	-3.41986	0.0715348	0.977462	1.03204	0.759811	0.284481	-0.440848	-0.570772	1.10868	1.08813	0.223853	0.799949	-0.126656	-0.240504	0.59124	-1.29814	0.6008	-0.129011	0.570758	1.05091	-0.27285	0.258947	-0.5576	0.134187	-0.231648	0.741739	-0.659645	-0.38806	0.410842	-0.974272	-0.241499	-1.30957	-1.48636	0.241354	-1.311233e+02	-1.292043e+03	-1.423167e+03
1350	-0.472425	-0.759445	-1.16743	-1.51566	-1.32657	0.384836	0.359562	0.0743965	0.351175	0.519627	1.62788	2.00624	1.29817	-1.77092	-0.850152	0.498273	0.64352	-0.0193586	-0.952804	0.1595	1.28896	0.709843	1.40012	-1.44391	0.286922	1.2715	-0.0210433	-0.305829	-0.302969	0.0183186	-1.3359	-1.69312	0.213918	0.943731	0.208798	-0.271573	0.105239	-1.47215	0.677746	-0.293595	-0.915661	0.901574	-0.649214	-0.442959	-0.00705087	2.37905	0.579375	-2.34192	0.533735	1.48047	-0.12024	-0.261415	0.770916	-0.87138	1.20464	0.0395499	-0.283783	-1.31133	-0.152906	-3.01324	0.240381	-0.773471	1.05041	0.492983	-0.0793293	1.49534	0.41551	0.637504	1.15804	-0.929853	0.360596	-0.387367	-0.466961	0.427414	-0.426928	-2.36471	-0.531251	0.624089	1.17808	0.219901	-0.442754	-0.868423	0.540811	-0.231648	1.26047	-1.45708	0.815701	0.410842	-1.12328	0.377682	-1.11237	-1.01901	0.28239	-1.276740e+02	-1.307703e+03	-1.435377e+03
1360	-0.456909	-0.82969	-1.19773	-1.67974	-1.32778	0.382119	0.480122	0.100805	0.350252	0.5559	1.60534	1.9205	1.25557	-1.64327	-1.09774	-0.989421	0.323334	-0.110194	-1.09506	0.646038	-0.082751	0.101543	1.40012	-1.14684	0.286937	0.0187383	-0.033529	0.27383	-0.326306	-0.136729	-1.09235	-1.2254	0.359006	0.882487	-1.25011	0.0968276	0.403444	-0.589496	0.621431	-0.293595	-1.15201	1.9414	-1.40728	-0.257816	0.217668	-0.0673959	0.579375	-2.24182	0.410528	0.862738	-1.03764	-1.56709	0.836573	-1.07399	-1.01055	-0.288299	-0.47506	-1.43564	-0.25862	-3.47669	0.256811	-0.545258	0.706907	0.58538	-0.133153	0.235851	0.486341	1.19869	1.14679	-0.511741	0.316428	0.414605	-0.474924	0.282816	-0.0409934	1.49327	0.173627	0.770051	1.13817	1.32732	0.00440955	0.787552	0.174913	-0.379544	0.505861	1.13833	-0.289484	0.410842	-1.19718	0.614642	-1.75874	-1.64978	0.380939	-1.270100e+02	-1.290395e+03	-1.417405e+03
