iter	M_lnFgutabs(1)	M_lnkgutelim(1)	M_lnkmtot(1)	M_lnkmratio(1)	M_lnkeD(1)	SD_lnFgutabs(1)	SD_lnkgutelim(1)	SD_lnkmtot(1)	SD_lnkmratio(1)	SD_lnkeD(1)	GSD_don(1)	GSD_d3g(1)	GSD_d15g(1)	lnFgutabs(1.1)	lnkgutelim(1.1)	lnkmtot(1.1)	lnkmratio(1.1)	lnkeD(1.1)	lnFgutabs(1.2)	lnkgutelim(1.2)	lnkmtot(1.2)	lnkmratio(1.2)	lnkeD(1.2)	lnFgutabs(1.3)	lnkgutelim(1.3)	lnkmtot(1.3)	lnkmratio(1.3)	lnkeD(1.3)	lnFgutabs(1.4)	lnkgutelim(1.4)	lnkmtot(1.4)	lnkmratio(1.4)	lnkeD(1.4)	lnFgutabs(1.5)	lnkgutelim(1.5)	lnkmtot(1.5)	lnkmratio(1.5)	lnkeD(1.5)	lnFgutabs(1.6)	lnkgutelim(1.6)	lnkmtot(1.6)	lnkmratio(1.6)	lnkeD(1.6)	lnFgutabs(1.7)	lnkgutelim(1.7)	lnkmtot(1.7)	lnkmratio(1.7)	lnkeD(1.7)	lnFgutabs(1.8)	lnkgutelim(1.8)	lnkmtot(1.8)	lnkmratio(1.8)	lnkeD(1.8)	lnFgutabs(1.9)	lnkgutelim(1.9)	lnkmtot(1.9)	lnkmratio(1.9)	lnkeD(1.9)	lnFgutabs(1.10)	lnkgutelim(1.10)	lnkmtot(1.10)	lnkmratio(1.10)	lnkeD(1.10)	lnFgutabs(1.11)	lnkgutelim(1.11)	lnkmtot(1.11)	lnkmratio(1.11)	lnkeD(1.11)	lnFgutabs(1.12)	lnkgutelim(1.12)	lnkmtot(1.12)	lnkmratio(1.12)	lnkeD(1.12)	lnFgutabs(1.13)	lnkgutelim(1.13)	lnkmtot(1.13)	lnkmratio(1.13)	lnkeD(1.13)	lnFgutabs(1.14)	lnkgutelim(1.14)	lnkmtot(1.14)	lnkmratio(1.14)	lnkeD(1.14)	lnFgutabs(1.15)	lnkgutelim(1.15)	lnkmtot(1.15)	lnkmratio(1.15)	lnkeD(1.15)	lnFgutabs(1.16)	lnkgutelim(1.16)	lnkmtot(1.16)	lnkmratio(1.16)	lnkeD(1.16)	LnPrior	LnData	LnPosterior
24200	-0.495874	-1.64845	-0.97924	-1.39413	-1.7319	0.208053	0.460985	0.446972	0.390918	0.332209	1.4995	1.85192	1.25179	-1.43657	-2.19838	0.725486	1.42125	-0.838241	-1.1421	1.15989	-2.38169	-0.367399	0.501477	-2.2253	1.53131	0.206345	-0.883833	0.225923	0.61098	-0.557838	-1.73194	-2.95524	-1.44851	0.871924	-0.584963	1.3847	-1.88244	-0.310348	0.456777	1.72672	1.50084	1.72427	-0.146558	-0.846203	-0.0196514	2.6557	0.116292	-2.00284	0.781082	-0.0735227	-0.316764	-0.744868	0.682308	-1.28875	0.165319	1.67913	0.90775	-1.86816	1.05351	-2.96504	-1.98027	0.487173	-0.207628	0.646224	1.02423	-0.615994	0.43607	0.263003	1.46405	0.249111	1.33626	-0.492444	-0.47184	1.58585	-0.973255	0.0785283	-0.700236	1.38405	1.4594	1.96183	0.293601	-0.437581	0.511419	-1.00721	0.53875	0.977618	-0.121112	0.641446	-1.89193	-0.423581	0.544814	-2.24598	0.890821	-1.519336e+02	-1.290538e+03	-1.442471e+03
24250	-0.490104	-1.71715	-0.938991	-1.52512	-2.05002	0.225962	0.697633	0.531082	0.353283	0.389233	1.61387	1.80355	1.24536	-1.4428	-1.31647	0.667546	0.825681	0.70285	-1.68709	1.38369	-1.88591	-0.685915	1.48474	-2.70533	1.53982	0.291117	-0.202712	0.485586	-0.168631	-0.589323	0.460421	-2.31697	0.925069	1.98113	-1.87558	0.647321	-0.0689233	-0.209815	0.00341368	2.29943	1.58166	1.14891	-0.0296305	0.0176681	-0.0626594	0.895324	0.344794	-2.47134	0.109014	0.614999	-0.258786	-1.6532	1.11981	-1.3978	1.14172	0.351243	0.854155	-1.32825	0.489014	-1.09601	-2.07118	0.986655	-0.659377	1.25159	0.360537	-1.14289	-0.312565	0.572507	2.06396	1.37836	-0.558015	0.105704	-0.973964	0.134818	1.42059	0.225271	0.134169	1.38644	1.10692	0.679567	0.839962	-0.451068	1.4976	-0.391378	0.464157	1.38089	-0.343423	2.25792	-1.93831	0.25457	-0.142128	-1.87088	0.776418	-1.494428e+02	-1.280454e+03	-1.429897e+03
24300	-0.455877	-1.5411	-1.20006	-1.60757	-2.01478	0.213123	0.399503	0.589342	0.480181	0.0276476	1.55874	1.67619	1.35314	-1.98504	-1.33162	0.658564	0.164411	1.59389	-0.854247	1.63997	-1.85632	0.0428597	2.69309	-2.89498	0.642242	0.701619	-0.961424	-0.548624	0.00374534	-0.868171	-1.44499	-1.89966	-1.7077	1.35392	-1.85802	1.22692	-0.741627	0.0662742	0.203776	0.0712927	2.22933	1.44232	0.357202	-0.8143	-0.278231	3.03517	1.17196	1.12838	0.363693	0.726077	-0.41682	-0.928219	-0.396874	-1.57291	-1.09987	1.50948	0.952097	0.0162092	-0.149726	-1.03979	-1.44173	0.0207271	0.382367	1.04863	2.4222	-1.03068	0.0420855	-0.899315	2.06671	-1.05935	1.00048	0.467462	-0.868791	0.0515122	0.507694	-0.249709	0.510612	-1.46203	0.960399	1.78285	-0.146236	-0.220965	0.300663	0.314497	0.351799	-0.32737	0.669854	1.01245	-2.19843	0.532031	-0.424542	-0.622891	-0.773718	-1.469313e+02	-1.301174e+03	-1.448106e+03
24350	-0.522062	-1.35064	-1.53343	-1.55928	-2.3204	0.277402	0.590507	0.464513	0.433276	0.105592	1.47816	1.78659	1.29738	-1.27282	-1.8748	0.786377	1.09444	-1.50276	-1.0733	2.10985	-2.3167	-0.0684613	-1.58848	-2.15267	1.28591	1.05788	-0.333441	1.02161	0.273534	-0.268841	-0.324257	-1.84827	-1.12957	1.50484	-1.4297	2.21097	-0.874547	1.2954	0.298838	1.55611	2.11486	2.48301	-0.816066	-0.612978	-0.675792	3.51351	0.648643	1.19187	0.7358	1.60112	-0.512872	-0.749926	1.18629	-1.19771	-0.401019	2.73823	0.411203	-1.37129	0.783099	-1.95744	-1.41591	-0.0225687	-1.33439	1.50365	0.519069	-1.3666	-0.68984	0.0938875	1.74037	0.298501	1.49105	0.480588	0.424885	1.02189	0.193394	-0.646366	-0.925163	-0.0135309	1.67817	0.924194	0.194636	-1.10258	1.96223	0.515582	0.108142	0.279452	0.402922	0.733569	-1.11443	-0.15796	0.033478	-0.963113	-0.833725	-1.541535e+02	-1.276885e+03	-1.431039e+03
24400	-0.530971	-0.95152	-1.40232	-1.42949	-2.33538	0.375768	0.762919	0.420274	0.518576	0.347375	1.57073	1.79483	1.28599	-0.799685	-2.20931	0.475559	0.265052	0.0323083	-1.29471	0.50404	-0.458752	-0.35576	2.37543	-1.39664	1.417	0.485143	-0.267895	1.3899	0.222799	-0.948603	-0.00355038	-2.47638	-0.989652	0.855001	0.285239	1.43825	0.523548	0.090984	0.352883	0.97409	1.14708	0.371203	-1.07795	0.149041	-1.48633	3.47557	0.777474	0.393797	0.528565	0.612603	-0.269311	-1.75454	1.27435	-0.912048	-0.766625	1.42853	0.527942	-1.0352	0.161291	-2.43733	-0.214029	-0.531771	1.04411	0.396431	1.1998	-0.318389	-0.8312	1.27739	1.06763	1.16539	0.921087	-0.427254	-0.261721	0.881286	-0.350691	-1.15525	-0.944102	0.980927	1.17586	1.18819	0.65399	-0.490542	1.42906	0.5691	-0.0325878	-0.0891654	0.641604	-0.133514	-1.52718	-0.227445	0.62317	-1.11885	1.56645	-1.421627e+02	-1.294422e+03	-1.436584e+03
24450	-0.557848	-0.918099	-1.41745	-1.83675	-2.26589	0.318734	0.654638	0.715785	0.257273	0.322669	1.69772	1.78886	1.24447	-0.50095	-1.96497	-0.222256	1.95681	-1.0754	-1.29205	0.513733	-0.545074	-0.491139	1.70317	-2.29364	1.09714	0.0273634	0.0566136	0.0198338	-0.262259	-0.441471	0.543322	-1.98489	1.42604	1.18302	0.517824	0.378981	0.981973	0.0249518	0.270008	1.35737	0.990624	2.0076	0.117532	-0.110075	-0.584498	1.13363	1.70802	-1.6827	0.856319	0.426475	-0.820285	-0.496565	-0.781507	-1.48657	0.983683	1.90137	0.0581397	0.168826	0.942079	-2.93253	-1.27628	0.826321	-0.935509	1.1758	0.214693	-0.817229	1.74434	0.213423	1.73349	-0.212976	0.618744	0.253156	-0.458536	0.813954	-0.778688	-0.568504	0.459542	-1.09288	1.61715	0.219685	-0.306628	-0.0564448	0.695658	-0.360447	0.313191	0.809173	0.918371	-0.287162	-1.53993	0.811886	-0.388806	-0.703002	0.179277	-1.393671e+02	-1.298314e+03	-1.437681e+03
24500	-0.480914	-1.04153	-1.39102	-1.3446	-2.16139	0.276304	0.71147	0.449317	0.282905	0.281305	1.47752	1.90675	1.31078	-1.88623	-1.24788	0.50091	0.508594	-0.303625	-1.194	0.91305	-1.93621	0.463027	0.406523	-2.57485	1.28919	0.113428	-1.95488	-0.72118	-0.132042	-0.227578	-0.685419	-2.32948	-0.380419	1.23678	-1.29943	1.06889	-0.581384	-0.111867	-0.374726	0.340409	1.75745	1.54039	-0.522565	-0.657967	-0.22786	2.39575	-0.273387	-2.54613	-0.489061	1.14939	-0.108503	-2.31045	1.80551	-1.29064	0.753107	2.49857	-0.304079	-0.319223	-0.12008	-1.52436	-1.36463	-1.30187	-0.0685866	0.617529	0.462469	-1.15581	-0.401434	-0.462516	1.26163	0.189587	1.77455	0.291003	0.526372	0.75694	-1.35762	0.385075	-1.85982	2.61095	1.38425	0.682591	0.0512935	-0.975257	-0.0942327	0.193679	0.0391319	0.807416	-1.44312	0.350747	-2.06436	-0.594371	1.01711	-3.12684	2.0234	-1.543719e+02	-1.293060e+03	-1.447432e+03
24550	-0.420109	-1.14132	-1.38459	-1.53222	-2.31765	0.310376	0.3252	0.64944	0.291995	0.186642	1.60958	1.88634	1.31807	-1.43981	-1.38608	0.115449	2.15412	-0.972535	-0.261494	0.11734	-1.89346	-0.00717982	0.197727	-2.24858	1.19824	0.564116	-0.957569	1.60282	0.572652	-0.324888	-0.859711	-2.96322	-0.398207	0.453676	0.524373	0.827289	0.0102799	-0.47401	0.44995	-0.641712	1.59028	2.8276	-0.279828	-1.12375	-1.18308	2.11182	0.935506	-0.274926	0.865869	-0.48402	-0.718901	-2.32827	-0.712996	-1.42085	-1.33963	1.90939	1.43516	-0.56818	-0.444479	-2.54893	-1.05789	0.645826	-0.0869959	0.833334	0.333124	-0.695877	0.326678	-0.175271	0.508651	0.400738	0.97991	0.372611	0.556842	0.354001	0.117452	-0.0334401	-0.866917	0.674135	1.048	-0.790959	-0.171218	-1.09876	0.425419	-0.147686	1.44964	0.0197903	1.38081	-0.718613	-1.74707	0.13223	-0.276711	-2.29913	0.0144798	-1.398876e+02	-1.297846e+03	-1.437734e+03
24600	-0.462407	-1.19205	-1.39846	-1.56708	-2.3679	0.311723	0.56903	0.716384	0.404707	0.150892	1.43885	1.90484	1.30874	-1.41249	-2.16243	-0.118438	0.154741	0.84402	-1.11513	1.46345	-1.25847	0.22813	0.860173	-1.44912	1.85178	-0.308516	0.142653	-0.0614195	-0.986565	0.820584	-0.596822	-1.27779	-3.10478	1.00298	-1.21768	0.828893	-0.841154	-0.149554	0.887372	1.35199	0.984314	1.7924	-2.4116	-0.878069	-0.395888	1.95166	1.2127	-1.02582	0.332396	1.11866	-0.0474401	-1.01513	0.466505	-1.15738	-0.161413	1.36681	0.838207	-0.397126	-0.187554	-1.65337	-0.929308	0.385217	0.443376	0.707797	1.43613	-1.20239	0.0737391	0.0982749	1.33175	-0.575022	0.494932	-0.46084	-2.50657	0.524802	1.07539	-0.219312	0.223454	0.836893	1.41751	-1.27331	-0.363682	-0.0624504	0.578368	0.041897	0.939184	-0.218782	0.410088	-0.971991	-1.56058	0.599156	-0.2977	-1.8111	-1.03778	-1.417360e+02	-1.295277e+03	-1.437013e+03
24650	-0.478535	-0.960379	-1.59018	-1.66404	-2.26667	0.30841	0.581339	0.597739	0.214395	0.10237	1.5723	1.70707	1.30718	-1.06157	-2.53851	0.588012	0.606235	-1.71309	-0.693364	1.53144	-1.76274	0.745438	-1.40244	-1.77684	1.18252	-0.0519234	-0.652907	-0.399862	-0.0733499	0.521709	0.181882	-2.10293	-0.399545	0.908847	-0.147686	0.930992	0.549921	-0.235364	0.293957	0.676718	1.84299	3.41895	0.358804	-0.435307	-1.3246	3.02693	0.711702	-1.32527	0.959619	1.42323	-0.871602	-2.16552	-1.01754	-1.13529	-1.54253	2.6139	1.54274	0.00515587	-0.108994	-2.31229	-0.627236	0.94391	0.733421	1.22799	-0.968597	-0.910139	0.421966	2.0778	0.796024	0.214106	1.22239	-0.679272	-0.023894	0.154746	0.411224	0.135366	-0.413172	1.65121	1.12857	0.387534	0.226661	-0.599629	-0.572201	-0.291944	2.32826	-0.257755	-0.382531	-0.895495	-1.51085	-0.307873	0.299827	-2.24799	1.64711	-1.521944e+02	-1.283545e+03	-1.435739e+03
24700	-0.433382	-1.12307	-1.58067	-1.50233	-2.45951	0.33972	0.695344	0.45241	0.290681	0.101798	1.59524	1.84662	1.26642	-0.976458	-1.22419	-0.645669	0.280793	-1.5422	-1.21377	1.24117	-1.86483	0.170876	1.07011	-1.91356	0.543075	0.489518	-0.018733	0.02349	-0.0774152	-0.136103	-0.170887	-2.47488	0.121629	0.908104	-1.31939	1.05005	-1.0213	-0.365908	0.135373	0.168913	2.09904	1.64718	0.186059	-0.312179	-0.97605	3.18204	0.54074	-0.877188	0.789917	-0.051934	-1.21663	-1.55668	1.17762	-0.998662	0.516635	2.28739	-0.133237	-1.31483	0.431668	-2.61514	-1.15654	1.11526	1.65096	1.13301	-0.381682	-1.9914	-0.982958	-0.507116	1.038	0.753537	1.33557	0.129271	1.17912	0.871987	0.862027	-1.04092	0.267078	-0.0234131	1.20735	-0.0413021	-0.147049	-0.660506	1.07865	-0.495764	1.74374	0.400186	0.257405	-0.236882	-1.45097	0.659209	-0.0519837	-1.60463	-0.904493	-1.417091e+02	-1.282953e+03	-1.424663e+03
24750	-0.477995	-1.04124	-1.58902	-1.62687	-2.38052	0.281971	0.814929	0.758686	0.337873	0.0786354	1.59732	1.81052	1.27314	-1.26436	-1.43395	0.269991	1.92973	0.909082	-1.40795	0.942364	-1.13837	0.58465	2.77549	-1.15906	0.731997	-0.615599	-1.20181	0.597625	-0.0605265	-0.589794	-0.124734	-2.41736	-1.76281	1.41802	-1.07738	1.05487	0.467703	-1.13241	-0.0789927	0.608831	1.5747	0.948155	-0.653948	-0.486251	-0.800095	2.79707	1.82712	-0.299087	0.479675	1.38805	-0.582555	-1.32283	-0.681163	-1.10793	-1.0211	1.57996	2.07589	-0.155932	0.755213	-2.08691	-0.934282	0.198213	-0.831971	1.1883	-0.127509	-0.756751	0.698756	0.186768	1.01617	1.65211	1.14728	-0.00209067	0.155812	0.504597	1.97901	-0.081469	-0.73231	-0.685386	1.07008	0.684643	0.376663	-0.941622	0.529576	-0.492082	1.38521	0.0484272	0.386053	1.14475	-1.5445	0.599096	-0.417384	-1.63483	-1.10947	-1.494157e+02	-1.281707e+03	-1.431123e+03
24800	-0.504405	-0.947645	-1.49243	-1.72017	-2.49645	0.254282	0.412039	0.49271	0.389062	0.229762	1.56826	1.88259	1.2779	-2.93396	-1.33026	0.344787	0.759185	1.49171	-1.70638	2.29245	-1.81114	0.166604	1.20039	-1.49861	0.862014	-0.517298	0.516418	-0.961449	-0.212105	0.205944	-0.573223	-1.68767	-1.47484	1.25652	0.647272	0.634781	-0.661462	-0.677687	1.21591	-0.914627	1.9177	2.25489	0.537798	-0.451661	-1.11001	1.7326	0.803668	-2.48533	0.605308	1.13397	-0.463148	-1.61552	1.26659	-1.17804	-0.0723214	1.92257	1.04836	-1.3361	-0.0443451	-2.67777	-1.09356	-0.365585	1.28103	1.02644	0.917028	-0.863554	0.578167	0.539501	1.8856	0.967531	0.832505	1.34866	-1.18736	0.702853	0.388303	-0.556257	-0.0900171	1.03721	1.31689	0.921784	0.683897	0.664566	1.52586	0.253255	0.467622	0.710192	0.288226	-0.0434256	-1.2046	-0.138064	-0.969894	-1.2753	-0.709474	-1.444822e+02	-1.293402e+03	-1.437884e+03
24850	-0.529688	-0.476821	-1.7323	-1.7666	-2.54973	0.286389	0.481224	0.562642	0.36676	0.334985	1.55909	1.76261	1.29614	-1.531	-1.36748	-0.0647659	1.93555	-0.776576	-0.74708	0.268654	-1.28518	-0.38784	0.783028	-1.68804	0.0813666	0.417367	-0.700144	0.738986	0.290537	1.03027	-0.134599	-2.3847	-0.232906	1.14388	-1.78955	1.52285	0.270711	0.329719	0.923983	-1.49086	1.92225	2.5321	0.177467	-0.209692	-1.69197	1.91795	1.20971	-1.7448	1.00659	-0.514806	-0.210602	-0.722544	0.926087	-1.00649	0.793291	1.83754	0.997877	-0.286791	0.33391	-2.66715	-1.29847	0.469126	-0.912246	1.57373	-0.790447	-1.15343	0.699639	-0.125165	1.54363	0.324459	1.27971	0.337473	-0.11685	0.845588	-0.231108	-0.760191	0.199722	-0.204716	1.73644	-0.562388	0.0116858	-0.437217	0.555411	0.31498	0.514583	0.295865	0.362435	-0.741509	-1.00599	0.0401852	-0.449167	-0.808967	-1.14949	-1.370688e+02	-1.281982e+03	-1.419051e+03
24900	-0.479337	-0.80785	-1.5672	-1.70287	-2.69506	0.255841	0.424764	0.439614	0.328656	0.39162	1.56514	1.78726	1.27886	-1.75866	-2.4524	0.391533	0.287207	-0.089934	-1.34879	0.541892	-1.41489	0.313701	1.6475	-2.50496	0.820134	0.344151	-0.970593	0.728067	-0.500242	0.888694	0.189508	-3.00021	0.481841	0.577638	0.0518293	1.3449	1.31374	0.26013	0.671341	0.298327	1.90692	1.47542	-0.526015	-0.378518	0.423611	1.31177	0.3775	-2.69846	0.184107	0.907271	-0.314595	-1.73585	1.26337	-1.47968	0.819957	1.41051	1.0722	-1.32157	0.246523	-3.2358	-0.896203	0.425454	0.86104	1.32249	-0.41771	-0.907046	0.45436	1.71598	1.32675	2.01412	1.3489	0.0397546	0.472681	0.435321	1.53908	0.0981527	-0.441067	0.959649	1.39018	-0.273152	-0.405311	-0.67845	0.234871	-0.773038	0.84509	0.455465	0.815044	1.76785	-1.72514	-0.776279	0.0302743	-0.800365	0.89456	-1.446526e+02	-1.286354e+03	-1.431007e+03
24950	-0.530199	-0.729099	-1.52851	-1.6548	-2.43059	0.256028	0.567842	0.357283	0.255613	0.390371	1.45342	1.74319	1.26504	-1.40567	-2.85472	0.263967	1.77376	-0.33212	-1.57281	0.739599	-1.48577	0.457435	0.916138	-2.12469	0.135302	0.910338	-1.01994	1.05353	-0.393776	-1.34178	0.341725	-2.34343	0.422538	1.26097	-0.676343	1.32464	0.538763	-0.304901	0.314521	0.672863	2.28051	2.22448	-0.683024	-0.959248	-0.192652	2.9383	0.571438	-0.974396	1.25604	-0.553249	-0.990673	-0.785372	0.621491	-1.2891	0.721392	0.927783	-0.333579	-2.12946	0.673514	-2.68281	-2.4283	0.792968	-0.304485	1.38173	0.18781	-1.4773	-0.256498	0.801079	1.79093	0.90969	1.10027	-0.188591	-0.57492	1.06031	-0.612516	-0.402572	-0.651497	0.952294	1.53963	-0.238793	0.84841	-0.650438	1.21512	0.0570918	0.996033	-1.02121	1.05157	-0.476523	-1.59434	-0.219789	-0.558209	-1.89281	-0.0567618	-1.469989e+02	-1.276405e+03	-1.423404e+03
25000	-0.499142	-1.10249	-0.927845	-1.5408	-2.15533	0.229476	0.609382	0.501338	0.28525	0.150838	1.62828	1.88108	1.25786	-1.71207	-1.68378	-0.389182	0.389237	-0.424705	-1.30466	0.432737	-2.55261	0.0740364	1.41278	-2.11526	0.988458	-0.505442	-1.2317	-0.851722	-0.358745	-1.3968	0.413615	-3.54326	1.92409	1.49349	-2.7332	0.588808	-1.08366	1.21958	0.575598	0.618631	0.760716	1.47897	-0.480276	-0.314287	-1.54182	2.43933	0.906286	-0.988763	0.90353	0.0963142	-1.1839	-1.38641	0.0772242	-1.18165	-1.15007	2.04923	0.373579	-0.971849	0.187571	-2.64735	-1.40558	-0.913434	0.207927	1.19505	0.182343	-2.16878	-0.107848	0.22471	2.05824	-0.830853	0.167644	-0.674669	-0.326995	1.04478	-0.503307	-1.39743	-0.906033	0.289794	1.57848	-0.570853	-0.71394	-0.498062	-0.880178	-0.0812639	-0.458629	0.143092	-0.964262	2.08498	-2.42487	-0.336032	-0.0540188	-1.27091	0.965105	-1.534817e+02	-1.284243e+03	-1.437725e+03
25050	-0.49176	-1.11772	-1.06285	-1.60352	-2.09797	0.242442	0.496327	0.644009	0.399777	0.173145	1.57095	1.82987	1.27587	-1.75034	-2.37202	-0.243014	1.30503	0.694458	-1.6076	0.468948	-1.1011	-0.0233661	3.7645	-2.7661	0.324787	-0.114414	-0.827924	-0.0197352	-0.740125	0.379318	-0.192286	-1.67867	0.214783	0.608538	0.423878	0.889624	-0.238166	-0.690067	0.110452	0.860298	1.70061	0.984241	1.49985	-0.958519	-1.28323	2.40447	0.588351	0.116085	-0.0942583	1.30985	-0.259716	-0.596353	1.75782	-1.21222	-1.91549	0.978157	0.882503	-1.68343	0.76299	-3.5336	-1.16387	0.177045	0.445932	0.776212	1.76721	-1.11027	-0.0677197	0.528611	1.6353	0.0686513	0.103498	-0.304674	-1.58141	0.434019	-0.0845027	-0.41648	-0.348757	0.252325	1.10702	0.242414	0.529251	-0.218632	1.76957	-0.32248	-0.186549	0.128158	1.04573	0.628427	-1.607	-0.258501	-0.523815	-1.31633	-0.295485	-1.471495e+02	-1.281073e+03	-1.428223e+03
25100	-0.450344	-1.31831	-1.30793	-1.75151	-2.26853	0.274107	0.519813	0.592766	0.383313	0.0752519	1.58839	1.77373	1.258	-1.85255	-1.47699	0.35155	1.82641	-0.78872	-0.559086	1.25567	-2.30694	0.316055	-0.023451	-2.37074	2.50857	-0.198841	-0.0947745	0.687511	-0.251249	-0.357633	0.456623	-1.88663	2.27862	1.02076	-1.1299	0.546273	-0.0255716	-1.55753	-0.0390329	1.07903	1.82113	1.72636	-0.572562	-0.413271	-1.34717	3.09488	1.70947	-0.956827	0.573781	0.0267191	-0.571186	-1.77671	0.422195	-1.40099	0.213455	1.17975	1.39979	-1.07551	0.141635	-2.55446	-1.14885	1.01725	-0.123476	1.02154	-0.368552	-0.639538	0.147372	0.23912	1.60881	-0.535329	0.735631	1.3611	-0.878758	0.772865	1.5929	-0.591742	0.526897	-0.453423	1.29232	-0.230311	-0.416219	-0.725623	1.5023	-0.408006	0.585814	-0.0018281	1.00765	-0.442025	-1.56329	0.835431	-0.822535	-0.592309	-3.25529	-1.506743e+02	-1.282960e+03	-1.433634e+03
25150	-0.402151	-0.958151	-1.54755	-1.75435	-2.44999	0.361427	0.623677	0.518936	0.483794	0.375786	1.58496	1.68199	1.26486	-1.72019	-1.22473	0.0961138	1.14572	-1.07238	-0.856508	1.11943	-1.9677	0.23344	0.590881	-2.20096	1.10853	0.212282	-0.413715	0.183306	0.185195	0.0934393	-1.16603	-1.81519	-1.19262	0.760413	-2.11139	1.18399	0.118648	0.835274	-0.19182	1.64883	1.62359	1.73739	0.407964	-0.556266	-1.25779	1.84562	0.348608	-1.59493	0.0718945	1.51043	-0.519703	-1.27879	0.0360467	-0.987807	-0.203214	0.829151	0.821607	-2.14285	0.2539	-2.66338	-1.57336	0.992661	-0.206936	0.568692	1.02423	-1.15458	0.838684	-0.441736	1.07569	0.237652	0.431792	0.0418629	-1.10401	0.122172	0.738023	-0.540976	0.104671	0.0953436	0.795299	-0.215638	-0.0107575	0.773974	-0.62223	-0.0181067	1.47121	0.676634	-0.016348	0.914504	-1.29019	0.035509	-0.569999	-1.0125	-0.242346	-1.380542e+02	-1.276881e+03	-1.414935e+03
25200	-0.440917	-0.981583	-1.50874	-1.66142	-2.40109	0.397483	0.398424	0.546284	0.320391	0.0451405	1.60656	1.80654	1.27357	-1.74468	-1.29866	0.00249089	1.12297	1.46189	-0.561375	0.7227	-1.78076	-0.2383	-1.17108	-1.64846	0.649853	0.0573419	-0.332084	-0.0188732	-0.284714	0.36076	-0.319746	-1.76744	0.709692	0.522649	-2.70057	1.06138	-0.524215	0.146844	0.41908	0.555009	0.77114	1.10679	-0.829363	-0.384813	-1.81541	2.49384	0.592586	-0.599747	0.611223	0.502378	-1.19698	-1.20631	0.00988397	-1.33061	-1.24827	2.60153	0.709269	0.656654	-0.315197	-2.20884	-1.13404	0.186692	-0.324131	0.797184	-0.0912432	-0.926897	0.261903	-0.228385	0.911111	0.507302	1.10903	0.637915	1.95919	0.753723	-0.877045	-1.00081	-0.200987	0.43897	0.982475	-0.266263	-0.0430131	-0.855301	-0.17592	0.0321439	-0.249393	-0.838365	0.271395	1.3643	-1.1985	-0.048619	-0.274657	-1.76433	-3.21075	-1.363988e+02	-1.298232e+03	-1.434631e+03
25250	-0.464175	-0.556661	-1.38131	-1.52453	-2.53351	0.383671	0.564653	0.463673	0.285232	0.203566	1.62369	1.8832	1.23678	-1.07384	-2.02552	-0.530149	1.8347	-3.4779	-0.599181	0.989357	-2.75214	0.0310287	1.04801	-1.05158	0.3571	-1.25509	-0.0974796	-0.473395	-0.0403785	0.0724853	-2.19686	-2.46781	-1.99653	0.989695	-0.424369	0.340805	-0.134603	-1.47907	0.533883	2.00261	0.572673	1.02855	-0.475773	-0.512951	-1.59412	1.98021	0.448412	-0.628929	0.268802	0.144355	-1.11948	-0.558303	1.2684	-1.33806	0.477313	1.44114	1.1651	-1.25707	0.424929	-3.14543	-2.26583	0.772122	-0.318571	0.986303	0.15566	-2.68099	-0.330436	-1.36582	1.13938	0.891174	0.868689	-0.999625	0.786291	0.55247	-0.769745	-1.32698	0.420031	0.435806	0.994294	0.861432	-0.352877	-1.17273	0.0427501	-0.189589	1.35269	0.305927	-0.906995	1.85346	-1.00797	1.11621	-1.77369	-1.32595	-1.52058	-1.545750e+02	-1.290474e+03	-1.445049e+03
25300	-0.431677	-0.827522	-1.43138	-1.60987	-2.5542	0.351343	0.448558	0.510079	0.49141	0.331166	1.66372	1.82908	1.28962	-1.60671	-3.04824	-0.024001	0.473428	-0.526334	-0.324521	0.935548	-2.73598	-0.558189	0.976162	-1.72177	2.49425	-1.13538	-0.749073	0.00428027	-0.547596	-0.0729935	0.0208163	-2.0207	1.05233	0.847904	-0.432503	0.471798	-0.182385	-1.546	-0.239825	-0.0657458	2.53841	1.1813	1.83998	-0.725667	0.352904	1.47519	0.713142	-1.47853	-0.0430424	0.401303	-0.299014	-0.273431	1.4706	-1.00096	0.158874	-0.258983	0.287035	-1.63445	-0.0672979	-2.04445	-1.67968	-0.164436	-0.409507	0.5509	0.00394536	-0.391111	0.438646	1.92111	1.0489	0.256685	0.298063	0.353236	-0.0131404	0.158331	-0.0960427	-0.85836	0.369092	0.624433	1.11594	0.438823	0.237309	-0.073973	0.469504	0.0746266	0.266722	0.744111	-0.250457	0.957506	-1.57822	0.882282	-0.841768	-1.24047	-0.158775	-1.362456e+02	-1.297425e+03	-1.433670e+03
