iter	M_lnFgutabs(1)	M_lnkgutelim(1)	M_lnkmtot(1)	M_lnkmratio(1)	M_lnkeD(1)	SD_lnFgutabs(1)	SD_lnkgutelim(1)	SD_lnkmtot(1)	SD_lnkmratio(1)	SD_lnkeD(1)	GSD_don(1)	GSD_d3g(1)	GSD_d15g(1)	lnFgutabs(1.1)	lnkgutelim(1.1)	lnkmtot(1.1)	lnkmratio(1.1)	lnkeD(1.1)	lnFgutabs(1.2)	lnkgutelim(1.2)	lnkmtot(1.2)	lnkmratio(1.2)	lnkeD(1.2)	lnFgutabs(1.3)	lnkgutelim(1.3)	lnkmtot(1.3)	lnkmratio(1.3)	lnkeD(1.3)	lnFgutabs(1.4)	lnkgutelim(1.4)	lnkmtot(1.4)	lnkmratio(1.4)	lnkeD(1.4)	lnFgutabs(1.5)	lnkgutelim(1.5)	lnkmtot(1.5)	lnkmratio(1.5)	lnkeD(1.5)	lnFgutabs(1.6)	lnkgutelim(1.6)	lnkmtot(1.6)	lnkmratio(1.6)	lnkeD(1.6)	lnFgutabs(1.7)	lnkgutelim(1.7)	lnkmtot(1.7)	lnkmratio(1.7)	lnkeD(1.7)	lnFgutabs(1.8)	lnkgutelim(1.8)	lnkmtot(1.8)	lnkmratio(1.8)	lnkeD(1.8)	lnFgutabs(1.9)	lnkgutelim(1.9)	lnkmtot(1.9)	lnkmratio(1.9)	lnkeD(1.9)	lnFgutabs(1.10)	lnkgutelim(1.10)	lnkmtot(1.10)	lnkmratio(1.10)	lnkeD(1.10)	lnFgutabs(1.11)	lnkgutelim(1.11)	lnkmtot(1.11)	lnkmratio(1.11)	lnkeD(1.11)	lnFgutabs(1.12)	lnkgutelim(1.12)	lnkmtot(1.12)	lnkmratio(1.12)	lnkeD(1.12)	lnFgutabs(1.13)	lnkgutelim(1.13)	lnkmtot(1.13)	lnkmratio(1.13)	lnkeD(1.13)	lnFgutabs(1.14)	lnkgutelim(1.14)	lnkmtot(1.14)	lnkmratio(1.14)	lnkeD(1.14)	lnFgutabs(1.15)	lnkgutelim(1.15)	lnkmtot(1.15)	lnkmratio(1.15)	lnkeD(1.15)	lnFgutabs(1.16)	lnkgutelim(1.16)	lnkmtot(1.16)	lnkmratio(1.16)	lnkeD(1.16)	LnPrior	LnData	LnPosterior
15350	-0.478857	-0.84646	-1.35087	-1.52848	-2.26739	0.331094	0.454476	0.521703	0.198628	0.219497	1.49578	2.005	1.29419	-1.3986	-1.85815	0.0525305	0.809065	-0.66513	-0.760322	0.0410485	-1.47567	1.12402	0.315335	-2.28304	-0.056191	0.406079	-0.839142	1.30631	-0.526277	0.170967	-0.544632	-1.78144	0.662449	1.11513	0.724852	0.420478	-1.73008	-1.40398	0.174429	-0.60998	1.10656	1.51533	-1.12336	-0.365517	-1.58327	1.84828	0.00582131	-3.03201	0.532828	0.308793	-0.612167	-0.744987	0.664644	-1.55789	-1.45851	1.6873	0.816212	-1.61719	0.0730105	-1.51313	-1.69824	0.834069	-1.06379	0.799294	1.03378	-1.26862	0.218442	0.951805	1.16592	-1.45338	1.41758	0.695079	0.793998	0.496751	0.947531	-1.04423	-1.87701	-0.298314	1.2442	-0.352581	-0.0726368	-0.745516	1.18729	-0.108767	0.358374	-0.268762	-0.774615	-0.00398033	-1.3425	0.176605	-0.703909	-2.06652	-0.380374	-1.373998e+02	-1.296591e+03	-1.433991e+03
15400	-0.571805	-1.39741	-1.33024	-1.51033	-2.2315	0.443092	0.443361	0.611877	0.278858	0.258167	1.53186	1.90316	1.22739	-0.665304	-1.44204	0.439229	1.44722	0.430979	-0.574139	1.89367	-1.42935	-1.24053	0.98127	-1.1508	2.17817	0.304634	-1.5811	-0.0549925	0.131642	1.94863	-0.579301	-2.19147	-1.19807	0.86671	1.43828	1.22358	0.164465	-0.247122	0.305881	1.12828	1.70987	1.73904	-0.162876	0.211808	-1.87039	2.64267	1.69546	0.162337	0.796256	-0.160531	-0.381846	-2.51455	-0.329995	-0.602703	-1.19939	2.17921	0.650009	0.209223	0.446455	-2.00725	-1.44418	-0.24438	0.0265875	1.04955	0.568236	-1.45017	-0.671314	-0.328094	0.997329	0.787506	1.09523	0.0688425	0.130996	0.468636	2.24397	-0.823612	-1.63077	0.219754	1.27605	0.401653	-0.112837	-0.641932	-0.348753	0.0651523	1.13933	-0.321882	-0.425199	-1.02389	-0.608591	1.25866	-0.859013	-2.05715	-1.32044	-1.453847e+02	-1.284090e+03	-1.429475e+03
15450	-0.494643	-1.00804	-1.39642	-1.48487	-2.40728	0.446085	0.443022	0.503699	0.429207	0.327657	1.52669	1.74463	1.29114	-0.82484	-1.67421	-0.570839	0.766383	-0.729634	-0.559521	0.849938	-1.67593	0.521218	1.29776	-1.23941	1.2723	-0.0663006	-1.18839	0.441309	-0.599836	0.658879	0.275531	-2.75017	1.79936	0.908904	-0.179924	0.421245	-0.316615	-1.14456	0.356798	0.389786	1.49999	0.630985	-0.885868	-0.358163	0.49954	0.925505	0.148745	-2.57625	0.236449	-0.539549	0.320535	-1.57249	1.26289	-0.881377	-0.07995	1.07013	-0.114832	-1.79726	0.185254	-3.33455	-1.38275	0.477303	0.320908	0.632896	0.881322	-1.53786	0.124431	-0.06568	1.06187	1.36824	0.276409	0.851427	-1.21504	0.563316	-1.29858	-0.674711	-0.416376	-0.198398	1.04605	-2.30733	-0.0292573	-0.00341927	0.24691	0.213321	-1.54702	-0.282547	-0.912288	0.693376	-1.25303	0.485262	-0.206936	-1.408	0.347212	-1.368516e+02	-1.282617e+03	-1.419468e+03
15500	-0.471926	-1.11483	-1.38585	-1.41441	-2.41819	0.360683	0.520674	0.720156	0.395621	0.00645953	1.63749	1.79427	1.25662	-1.19472	-2.29336	0.589402	  1.5	-1.45124	-0.713384	1.88882	-1.74175	-0.093266	0.924917	-1.8153	1.77078	-0.0769551	-0.576842	1.20874	-0.20798	1.57662	-0.620253	-2.22121	-0.575285	0.859643	1.33252	0.538383	-0.874031	-1.25635	-0.0406038	1.43387	1.23605	1.67951	1.09762	-0.279999	-1.58848	1.98432	0.634831	-0.241163	0.955028	1.41664	-1.15541	-1.47809	-0.378444	-1.23242	-0.453714	1.15754	0.132302	0.560285	0.113852	-2.51448	-0.945478	-0.387097	0.267013	0.820408	0.170523	-0.964571	-0.166484	-1.90216	1.00005	-0.121174	0.813117	-0.533729	-0.39851	0.593296	0.806343	-0.796096	-1.78123	-0.794786	1.17148	-0.168986	-0.219044	-0.542004	-0.534252	0.0331307	1.97443	-0.323246	-1.15638	-0.136152	-1.41249	1.16473	-0.535429	-2.2194	-1.67937	-1.457978e+02	-1.274925e+03	-1.420722e+03
15550	-0.450782	-0.730711	-1.58232	-1.68048	-2.37939	0.334501	0.512852	0.613106	0.185148	0.428347	1.5581	2.01593	1.2935	-1.81129	0.0323843	-0.0737871	0.719654	-1.04037	-1.21375	0.794887	-0.837396	0.347669	1.38723	-1.92687	1.52713	0.053392	-1.42736	-0.13992	-0.0719904	-1.33173	-0.586766	-0.162095	-0.764708	0.944142	-1.96477	0.993529	2.83882	-1.04941	-0.33157	1.9013	1.88239	1.86033	0.53267	-0.764342	-1.41589	2.21608	1.52846	-0.742533	1.15366	0.404093	-1.13615	0.928134	-0.513369	-1.12488	0.340283	1.21302	0.670224	-1.4603	-0.0841597	-2.67358	-1.1657	1.04244	0.385867	0.748984	-0.357676	-0.485951	1.87325	0.218273	1.28285	-0.337049	0.887736	1.71717	-0.578414	0.503417	-0.572806	0.486492	0.330723	1.75715	0.732034	1.57186	0.205348	-1.21812	0.681173	-0.107714	2.49437	0.111901	-1.31956	0.209984	-1.50808	0.0579956	-0.0424798	-0.988042	0.128858	-1.457941e+02	-1.296894e+03	-1.442688e+03
15600	-0.474453	-1.39503	-1.21292	-1.62404	-2.22277	0.256418	0.702697	0.710073	0.431544	0.127662	1.51679	1.76339	1.24744	-1.38616	-1.5823	-0.360705	0.634037	-0.514636	-1.14508	1.2904	-1.62583	-0.613017	0.99286	-2.56682	0.732279	0.301191	-0.512058	-0.579272	0.370488	0.998055	-1.11389	-2.67793	-1.12848	0.987065	-0.236672	1.10511	0.475371	0.654493	-0.104761	1.81658	1.38793	1.79289	0.655403	-0.156395	-1.30636	2.2845	-0.149225	0.438725	0.133959	0.874293	-0.591398	-0.198367	-0.162984	-1.92429	1.06658	1.22142	1.1716	-2.08995	-0.313045	-0.745795	-0.962167	0.236466	0.657742	0.649293	0.919942	-0.739501	0.140753	1.94327	1.32848	1.66483	0.637181	-0.0490825	-1.50335	0.819884	0.787767	-1.13923	-1.15045	-2.48611	1.31665	0.294385	0.148833	-0.642282	1.1356	0.113417	0.51762	0.0433535	1.11383	0.804878	-1.91076	0.693155	-0.271085	-1.03124	0.779687	-1.460282e+02	-1.285575e+03	-1.431603e+03
15650	-0.527881	-1.40406	-1.24319	-1.52176	-2.25587	0.277843	0.668852	0.64971	0.434945	0.120473	1.52288	1.77144	1.24012	-1.46564	-0.903355	-0.515064	0.404739	-2.19193	-1.4167	1.89913	-1.5417	0.175813	1.53131	-1.71196	0.808917	-0.260874	-1.38707	0.123318	-0.109225	-0.77555	0.178987	-2.00062	0.102954	1.36222	0.445223	0.210682	-0.482916	-0.591893	0.76567	0.2962	1.81655	1.647	0.074735	-0.218812	-0.792867	2.5573	0.345217	-0.361104	0.75156	1.16844	-0.907999	-1.3183	1.63196	-1.0779	0.0170346	1.69915	0.752735	-0.841915	0.410774	-1.29056	-1.39095	0.418509	-1.10156	1.371	-0.00249662	-1.01639	0.969979	1.75905	1.61831	1.25988	0.896683	-0.269766	0.361772	0.713505	1.17301	-0.882776	-0.765153	-1.48015	1.81342	-0.344753	-0.24723	-0.22212	1.79491	0.273487	1.0665	0.3096	0.0849391	0.654833	-1.64209	0.883126	-0.369819	-1.1575	-0.591804	-1.419603e+02	-1.273072e+03	-1.415033e+03
15700	-0.46619	-1.29739	-1.02547	-1.56315	-2.34442	0.321405	0.611984	0.631671	0.283997	0.17309	1.56972	1.8465	1.2923	-0.763694	-2.12484	-0.314656	1.31152	-1.75281	-0.836948	2.03042	-2.44783	0.232761	-0.335347	-1.91943	0.974305	-0.387821	-1.09538	-0.693116	-0.809952	1.1312	-0.436999	-3.20828	-0.169415	0.675957	1.48698	-0.136213	-0.215503	-0.507131	0.200341	0.506213	0.463864	0.305466	-0.0967192	-0.694984	-0.82524	1.64699	0.432062	-1.12424	-0.0733677	1.98448	-0.974862	-0.033713	0.507362	-0.98072	-0.966233	0.953522	0.875872	0.115798	0.624553	-2.46147	-2.08804	-0.368598	-1.58784	0.887456	0.758914	-1.78942	1.0786	0.154764	1.32419	0.323672	0.142631	-0.793112	-0.612831	0.217787	0.153571	-0.557229	0.127885	0.508719	1.20223	0.23823	-1.03339	0.0967158	0.567217	-0.0113683	1.43861	-0.434092	-1.15361	0.0344007	-1.34936	0.685895	-0.957453	-1.68685	0.415666	-1.394096e+02	-1.287579e+03	-1.426988e+03
15750	-0.485241	-0.888517	-1.18918	-1.47378	-2.41212	0.281945	0.626901	0.569988	0.3672	0.123571	1.58266	1.94255	1.27111	-1.47199	-2.15173	-0.67302	0.359939	-0.269244	-0.436376	0.820193	-2.80161	0.498336	-1.37552	-1.33596	0.998554	-0.883279	-0.582706	0.101573	0.305716	-1.09898	-0.674002	-1.61178	-1.20146	1.07889	-0.368876	0.601482	-0.496156	-1.27437	-0.0239143	0.861985	0.564375	0.897234	-0.2843	0.141551	-2.81004	2.16448	-0.340039	0.200234	1.28563	0.165528	-1.26112	-1.89728	-0.734053	-1.57092	-0.12979	1.96054	1.0007	1.2777	0.0969584	-1.44786	-1.93233	1.10956	-0.429229	1.21918	0.0721469	-1.80955	0.464944	-0.803684	1.43251	0.966912	0.790359	0.275965	-0.276061	0.438798	1.07971	-0.648039	-1.08756	0.643857	1.16991	1.68704	-0.326185	-0.990131	0.125049	-0.180925	1.55234	-0.636175	0.911858	1.07449	-1.43348	0.129204	-0.719612	-1.41994	0.44734	-1.409759e+02	-1.293347e+03	-1.434323e+03
15800	-0.467491	-0.844113	-1.06991	-1.60785	-2.28707	0.254119	0.514109	0.706211	0.479108	0.095904	1.55916	1.75357	1.25015	-1.556	-2.93424	-0.427437	0.316145	-0.836612	-1.09013	0.677055	-1.76797	0.286304	-0.596147	-2.24118	0.788085	-0.778903	-0.691012	-0.540502	0.00612399	-0.695798	-0.976158	-3.00253	-1.1245	0.799297	1.01681	1.06335	-1.10418	1.80255	-0.420537	0.225825	0.936226	1.39669	0.0374581	-1.07072	-1.26981	1.52676	0.77305	0.90645	0.830202	1.00413	-1.08525	-0.130498	-0.192202	-1.70711	-0.349483	1.1506	1.04213	-1.78176	-0.332451	-2.42793	-1.35145	0.0136712	0.462418	0.707699	0.99255	-1.48295	0.311344	0.863916	1.69575	-0.445808	0.514246	-0.0278018	0.61538	0.621106	0.0130277	-1.03673	0.363398	-0.0514087	1.37705	-0.155154	-0.486072	-0.0356019	0.32066	-0.664961	1.82735	-0.331372	-0.299317	1.47873	-2.1009	-0.419088	-0.420134	-0.897434	0.312017	-1.419678e+02	-1.284497e+03	-1.426465e+03
15850	-0.483891	-1.0064	-1.01237	-1.48991	-2.21293	0.271989	0.519485	0.661231	0.421781	0.123921	1.47655	1.82715	1.31898	-1.82563	-2.20736	-0.235204	0.351061	-0.641625	-0.999782	0.554283	-1.80301	0.145297	1.29411	-2.03001	0.315977	-0.484754	-0.261379	-0.360334	0.0639719	-0.0241345	-1.02076	-2.25379	0.0105604	1.03829	-1.08272	0.298181	-0.908586	0.514864	0.0522188	-0.067029	0.939759	0.861365	-0.463527	-0.944064	-1.19054	1.87902	0.191715	0.359831	0.693032	0.789158	-1.07903	-1.26372	-0.329753	-1.42495	-1.46391	1.07595	0.500802	-1.78407	-0.170582	-1.92739	-1.51375	0.0968712	-0.330891	0.964098	1.72794	-1.54282	-0.868331	-0.165056	1.53321	-0.407273	-0.193609	-0.634461	-1.38688	0.892467	0.433543	-0.764719	-2.05289	0.923834	1.33606	0.31199	-0.345405	-0.921037	2.47817	0.0542702	-0.0188211	-0.41259	1.40577	0.704863	-1.71391	0.0283407	-0.811509	-1.53172	-0.851283	-1.390539e+02	-1.282896e+03	-1.421949e+03
15900	-0.473812	-1.09844	-1.1365	-1.44511	-2.33099	0.275657	0.573671	0.712831	0.382522	0.113566	1.55215	1.83896	1.31312	-0.71893	-3.09305	0.172128	1.08113	0.288035	-1.01848	1.33637	-2.05063	0.331875	1.35065	-2.61466	2.1211	0.344036	-1.21681	-0.132211	-0.546119	0.370902	-0.818416	-2.43026	-0.701673	0.637067	1.40098	1.09299	-0.674213	0.753757	0.125538	1.4041	0.637372	0.906193	-1.67981	-0.602286	-1.03324	2.11064	0.357104	-0.052823	0.604062	-0.13567	-0.345159	-2.40836	1.67891	-1.39107	0.813512	1.04797	1.52854	-0.632727	-0.00930157	-2.05355	-1.23085	-0.43883	-0.694954	1.45941	-0.871669	-1.46178	0.556774	-0.719335	1.32473	-0.983555	-0.0559226	-0.0944179	-0.679853	0.625074	0.659434	-0.249608	-0.199288	-1.42821	1.29487	0.755425	-0.406582	0.233228	-0.657813	0.439319	0.270694	-0.534114	-0.386961	-0.373551	-1.81191	-0.204804	-0.252997	-1.57286	0.98665	-1.446925e+02	-1.293149e+03	-1.437842e+03
15950	-0.470626	-1.41528	-1.03235	-1.50259	-2.33568	0.29392	0.58914	0.671794	0.340562	0.0262665	1.64927	1.81931	1.26494	-1.68588	-0.502512	-0.609961	0.535776	1.57746	0.0590985	0.573921	-2.65299	0.113279	0.755593	-2.36221	1.73045	-0.0880578	-1.12888	-0.174846	-0.637649	0.726612	-0.491998	-2.48144	-0.00387799	0.651275	0.592297	0.302881	-0.656271	-0.0897783	0.651566	0.726326	0.878415	1.76685	1.79273	-0.0151167	-1.45029	1.98751	0.162749	0.543217	-0.0323028	1.23176	-0.746623	-0.690692	0.362652	-0.0986055	-2.21531	1.60973	0.563612	0.85412	0.110014	-2.03147	-1.43492	-0.165433	0.681503	1.13658	1.10709	-1.67172	0.250051	0.878963	1.08156	0.222336	0.0369661	0.628141	-3.37538	1.26566	0.0568823	-1.32666	-1.20862	0.225165	1.50671	0.406352	-0.997113	-0.575796	1.96302	0.462939	1.02931	-1.01487	0.956576	0.828514	-1.77132	1.60854	-0.987601	-2.19111	0.0822256	-1.491090e+02	-1.291174e+03	-1.440283e+03
16000	-0.42847	-1.07934	-1.23337	-1.44675	-2.3036	0.245116	0.832415	0.61376	0.260592	0.0708774	1.6012	1.88294	1.27719	-1.92843	-1.57995	-0.0441355	-0.221093	0.585775	-1.28966	1.25503	-2.15659	-0.124506	-0.812451	-2.58877	1.61266	-1.00414	-0.618845	-0.671013	-0.0113688	-0.304441	-0.810283	-2.50861	-1.10693	0.690183	0.175728	0.646836	-0.376329	-1.23034	-0.0393199	0.0901993	1.61471	1.35408	-1.86015	-0.387437	-0.709309	2.30381	0.791115	-0.622066	0.736668	0.91104	-1.06289	-1.77391	2.56148	-0.0280263	-2.61128	1.51908	1.14363	-2.87776	0.177311	-2.16297	-1.28418	0.383427	1.38271	0.909081	0.651833	-1.32297	-1.02742	-0.269766	1.6793	-0.861617	-0.072247	-0.645164	-2.11017	0.654769	1.38054	-0.631639	-0.528817	-0.0458035	1.32131	0.441338	-0.545584	-0.480698	-0.0293044	-0.261121	1.77769	-0.383059	0.371353	0.836505	-1.87706	0.272539	-0.683056	-2.16499	-0.517354	-1.566230e+02	-1.284504e+03	-1.441127e+03
16050	-0.474472	-1.10208	-1.25902	-1.96512	-2.20322	0.265218	0.799442	0.561443	0.504897	0.118922	1.54792	1.67309	1.26857	-0.626933	-2.46161	0.215373	1.1718	0.397046	-1.05205	0.501626	-1.97886	0.651593	-0.0142935	-2.42043	1.19286	0.178444	-0.645607	1.17719	0.0983983	-0.401547	-0.795837	-1.36058	1.10343	0.948527	-1.09862	1.28666	-0.190064	-0.0959921	-0.150328	2.05258	1.95593	1.70657	0.760637	0.472141	-2.29406	3.24029	0.64941	-0.197146	0.794673	-0.0651131	-0.545018	-0.150367	0.277709	-1.0514	0.327541	2.41904	1.04679	0.316464	0.617456	-2.31653	-1.26168	0.784787	0.0616606	1.37854	0.414032	-1.67406	0.95817	0.560347	1.52011	-0.223854	0.674143	0.226366	-0.93742	0.237598	1.85877	-0.599625	0.0126992	0.459992	1.60524	-0.628079	-0.56343	0.355305	0.2963	0.687265	0.012997	-0.640987	0.624701	0.437154	-1.8224	0.0177943	-0.477534	-0.833412	-0.645461	-1.465968e+02	-1.278290e+03	-1.424887e+03
16100	-0.532975	-1.2913	-1.27503	-1.67761	-2.30972	0.268845	0.420553	0.621622	0.330416	0.184761	1.54408	1.7775	1.2523	-0.956738	-2.89383	0.256677	0.895771	1.35359	-0.652858	1.9417	-1.97953	-0.0202384	0.069555	-2.03408	2.56966	-0.414816	0.464513	-0.449307	0.190633	-0.511282	-0.00849078	-2.42386	-0.228636	1.14822	0.282068	0.543129	-0.663691	-1.01004	0.76376	0.0545552	1.85957	2.66409	0.645328	-0.0384395	-2.1789	2.58148	0.407369	-1.36359	0.788864	3.34226	-1.17368	-0.449235	-1.22745	-1.1792	0.590187	0.758639	1.97043	-0.586147	0.62987	-3.00746	-1.21522	0.743538	-1.01609	1.57179	-0.0308022	-1.58155	0.599909	-0.577685	1.77873	-0.610355	0.941799	1.01021	-0.120927	0.320612	0.866599	-0.505005	0.946888	1.07237	1.23244	1.3016	-0.0727321	0.44382	0.0485549	-0.281837	1.82552	-0.964482	0.992842	-0.370173	-1.76827	0.391838	0.139612	-1.50742	1.57651	-1.556145e+02	-1.282496e+03	-1.438110e+03
16150	-0.475498	-1.04224	-1.42166	-1.57106	-2.29598	0.260775	0.601912	0.629239	0.455057	0.0697407	1.62614	1.94058	1.33762	-1.20626	-2.08157	0.15202	1.04865	-0.278331	-0.317992	0.719673	-2.08598	0.0477088	-1.74952	-2.02934	0.813604	0.282728	-1.30605	0.809699	-0.56662	-0.441375	-1.03165	-1.28864	-1.19973	0.284983	0.158445	0.774201	0.117269	-0.9516	0.299806	-0.307088	2.27711	1.16197	2.15025	-1.09894	-0.677641	3.27867	0.2356	1.78823	0.0871252	2.61792	-0.255284	-0.571909	-0.339127	-0.907751	0.0736042	2.08672	0.277848	0.330019	0.170145	-2.03244	-1.26556	0.893034	-1.30008	1.25797	-0.00300666	-1.08154	-0.114947	-0.126813	1.50174	0.701606	0.844044	-0.275361	-0.0252852	0.322149	0.215019	0.236148	-0.912108	1.73204	1.40612	0.556144	-0.442716	-0.191637	0.705177	-0.225319	-0.539482	0.0268026	-0.534967	0.339153	-1.55677	0.0766378	-0.509808	-1.42203	0.0727829	-1.410198e+02	-1.300387e+03	-1.441407e+03
16200	-0.464856	-0.815202	-1.62005	-1.61514	-2.47201	0.258295	0.704434	0.652474	0.365928	0.00136554	1.51384	1.78769	1.25353	-0.975483	-2.31105	-0.321057	-0.102462	-0.282465	-0.958747	0.928314	-1.63687	-0.318762	0.391017	-1.45424	-0.219368	-0.0616012	-0.60515	2.08163	-0.785449	0.660041	-0.178487	-1.23271	0.613741	1.48594	1.2212	0.83104	0.15265	0.858186	0.111396	0.99404	1.78375	1.83157	-0.0277006	-0.949093	-0.767569	2.3987	0.452939	0.534014	0.77021	0.665474	-0.795475	-0.0755469	1.89165	-1.35222	-1.20484	1.92508	1.4463	0.77078	0.330727	-2.39579	-0.556119	0.654584	-0.0384564	1.16233	0.0889394	-0.859186	-0.0310352	0.465609	1.59645	-0.292807	0.968341	-0.00145403	-0.729678	0.617983	-0.779267	-0.20301	0.251304	1.24241	1.48698	1.22977	0.161646	-0.0435219	-0.0307629	-0.08968	2.41746	-0.208343	-1.12724	-1.14237	-1.97625	0.109798	-0.145339	-1.78724	0.803803	-1.401405e+02	-1.284608e+03	-1.424749e+03
16250	-0.526698	-0.733962	-1.5075	-1.65993	-2.49163	0.345926	0.575155	0.563707	0.276129	0.112175	1.61482	1.88263	1.28045	-1.45018	-1.23173	0.0591968	0.509151	-0.559259	-0.747156	1.42117	-1.81397	0.736911	0.697485	-1.41572	1.12965	-0.0125927	0.483515	0.62575	0.0244135	-1.89377	-0.103511	-1.85279	0.681428	0.827055	-0.392916	1.08037	-1.79813	0.715898	0.590284	1.21142	1.70327	3.00363	0.424137	-0.342193	-0.592398	1.94832	0.451628	-0.483646	1.38342	-0.77801	-1.35773	-0.889267	-0.0286333	-0.843689	-1.11219	1.8185	2.13348	-2.47321	0.445762	-2.97779	-1.40859	0.708664	-1.14615	1.05033	0.843954	-1.52735	1.07681	-1.64002	1.46476	-0.703752	0.442772	0.985513	-2.71851	0.598794	0.0965211	-0.419225	0.57856	1.16305	1.3006	0.538331	0.0587922	0.910907	0.42262	0.375153	-0.0841331	-0.592967	-0.647224	0.438523	-1.1523	0.275657	-0.582738	-1.58976	0.772665	-1.466752e+02	-1.285589e+03	-1.432264e+03
16300	-0.503112	-1.23815	-1.35065	-1.64198	-2.29001	0.315256	0.381331	0.552185	0.379632	0.242466	1.46833	1.68628	1.27457	-0.514316	-1.14259	-1.05672	2.07875	-1.54552	-1.00276	1.85116	-1.58211	0.287136	1.23532	-1.87938	1.10466	0.533501	-0.00196507	-0.716467	0.629583	-0.551365	-0.94043	-2.07628	-0.611952	0.991841	1.30251	0.219422	0.44908	-2.83511	0.36686	-0.320743	1.42903	2.1523	-0.479894	-1.13813	0.20274	2.45372	0.585389	-0.861121	0.916628	0.33108	-0.668585	-0.199618	1.05061	-0.936667	-0.641921	1.48407	0.933736	-1.74954	0.326438	-3.16087	-1.35346	0.820115	0.0266735	1.35201	0.637188	-1.76702	0.457475	-1.13368	1.27791	1.87838	0.514082	0.273621	-1.21279	0.638037	0.802797	0.151167	-0.383684	1.53623	1.30698	1.18691	-0.392093	-0.24037	-0.539574	0.234484	0.338194	0.200637	-1.19785	2.33296	-1.48511	0.745318	-0.313462	-0.656495	-0.403294	-1.448379e+02	-1.291400e+03	-1.436238e+03
16350	-0.571694	-1.3375	-1.15191	-1.47456	-2.11599	0.302933	0.499706	0.640095	0.396155	0.296129	1.47017	1.87392	1.25243	-0.771892	0.136655	-1.03263	0.0939854	-1.35195	-1.37189	2.53921	-1.54857	-0.0421224	0.180257	-1.86673	0.341451	0.369893	-0.933687	0.86315	0.348158	-1.01334	-0.640712	-1.6069	-0.334201	1.08829	0.50423	0.253803	0.173664	-0.928241	0.818041	1.31595	0.72302	1.28663	-1.28756	0.383532	-2.02746	2.09481	0.418767	-1.95505	0.363934	0.835381	-0.0442856	-1.6262	1.21462	-1.02576	0.928326	0.941232	0.128793	-1.27975	0.75354	-3.03369	-1.08865	0.195017	-0.374098	1.32757	0.0315606	-1.11812	0.479054	-0.291604	1.43217	1.7471	0.606048	0.743439	0.0997287	0.471426	1.83697	-0.505578	-0.664333	1.5825	1.19714	1.54524	0.583867	-0.125812	1.40702	0.165367	1.79544	-0.495566	-0.95625	-0.695857	-1.1571	-0.304405	0.148817	-1.41962	0.767369	-1.412362e+02	-1.288169e+03	-1.429405e+03
16400	-0.479009	-1.33622	-1.11143	-1.46998	-2.17779	0.321984	0.488069	0.657224	0.364648	0.0077617	1.5818	1.78626	1.27724	-1.50137	-1.5795	0.034231	0.500659	0.917045	-0.560228	1.42401	-2.15063	-0.605045	-1.16662	-1.94441	0.731129	-0.264601	-1.51916	0.379562	0.0967818	-0.802541	-0.617382	-2.69921	0.455344	0.814845	-0.984189	0.760313	-0.377333	-0.482633	0.249028	1.22974	1.18817	1.79081	-1.22806	-0.51718	-1.60949	2.03517	0.512762	0.09639	0.333807	1.26645	-0.789655	-1.57631	-0.0478938	-0.703065	-0.0624048	1.24289	0.704419	0.56531	0.0206805	-2.45545	-1.04213	-0.212576	-0.0255839	1.28564	-0.357692	-1.92745	-0.312669	0.671822	1.44437	2.34467	0.248691	-0.147201	1.20255	0.0969982	0.658951	-0.239852	-0.495097	0.416128	1.48059	-0.0491696	-0.624301	-0.0969414	-0.137315	-0.533329	0.739841	0.112796	0.945302	-0.257994	-1.54105	-0.146093	-0.334369	-1.81809	-1.15416	-1.366710e+02	-1.281262e+03	-1.417933e+03
16450	-0.500143	-1.79575	-1.12207	-1.7381	-1.93935	0.306429	0.641168	0.63875	0.369542	0.127378	1.46731	1.77202	1.27068	-0.977265	-1.4276	0.805158	1.17327	0.446397	-0.893176	1.3082	-1.45788	0.347471	1.22411	-1.73267	1.26114	-0.309148	-1.56454	0.480648	0.180676	-0.215735	-0.786306	-1.69542	-1.9712	0.921296	1.54611	0.807138	0.415445	-1.31512	0.816256	0.825213	1.74324	3.16602	0.323933	-0.377239	-0.29077	2.26517	0.5021	0.0531728	0.839887	-0.0210764	0.0679752	-0.408201	2.43268	-1.19242	0.727266	1.6986	1.00719	-1.14751	0.609556	-1.65111	-1.38676	1.22472	-1.19816	0.766056	1.36198	-1.21551	0.615301	1.33396	1.40014	0.00638345	1.11221	0.211748	0.124899	1.05739	0.442184	-0.772311	0.428673	-0.157484	1.22149	-0.21258	0.212868	0.778993	0.948049	-0.108788	0.713969	0.309299	0.733337	1.88848	-1.37531	0.187147	0.275787	-1.80833	0.295349	-1.435408e+02	-1.284712e+03	-1.428252e+03
